energy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
0.05,139.9708,139.3438,137.4837,134.4525,130.3490,125.3031,119.4678,113.0111,106.1070,98.92723,91.63399,84.37417,77.27507,70.44188,63.95667,57.87890,52.24685,47.07997,42.38164,38.14220,34.34188,30.95367,27.94579,25.28383,22.93250,20.85704,19.02419,17.40289,15.96473,14.68417,13.53859,12.50823,11.57601,10.72738,9.950002,9.233572,8.569527,7.950827,7.371726,6.827576,6.314648,5.829972,5.371207,4.936518,4.524482,4.134004,3.764244,3.414561,3.084466,2.773578,2.481595,2.208265,1.953364,1.716677,1.497987,1.297057,1.113626,9.473996E-1,7.980439E-1,6.651824E-1,5.483931E-1,4.472070E-1,3.611076E-1,2.895319E-1,2.318713E-1,1.874745E-1,1.556500E-1,1.356698E-1,1.267735E-1,1.281730E-1,1.390571E-1,1.585972E-1,1.859521E-1,2.202740E-1,2.607138E-1,3.064271E-1,3.565792E-1,4.103507E-1,4.669425E-1,5.255807E-1,5.855209E-1,6.460527E-1,7.065028E-1,7.662386E-1,8.246712E-1,8.812572E-1,9.355007E-1,9.869547E-1,1.035222,1.079954,1.120854,1.157672,1.190209,1.218310,1.241867,1.260813,1.275125,1.284814,1.289929,1.290552,1.286794,1.278792,1.266707,1.250721,1.231036,1.207865,1.181437,1.151988,1.119765,1.085018,1.048000,1.008966,9.681735E-1,9.258752E-1,8.823232E-1,8.377657E-1,7.924468E-1,7.466057E-1,7.004760E-1,6.542859E-1,6.082576E-1,5.626071E-1,5.175447E-1,4.732740E-1,4.299929E-1,3.878932E-1,3.471602E-1,3.079735E-1,2.705063E-1,2.349254E-1,2.013912E-1,1.700572E-1,1.410695E-1,1.145669E-1,9.067953E-2,6.952896E-2,5.122698E-2,3.587498E-2,2.356309E-2,1.436923E-2,8.358174E-3,5.580592E-3,6.072084E-3,9.852236E-3,1.692372E-2,2.727144E-2,4.086183E-2,5.764214E-2,7.753995E-2,1.004628E-1,1.262981E-1,1.549122E-1,1.861524E-1,2.198453E-1,2.557984E-1,2.938008E-1,3.336238E-1,3.750223E-1,4.177362E-1,4.614920E-1,5.060043E-1,5.509782E-1,5.961110E-1,6.410947E-1,6.856180E-1,7.293695E-1,7.720393E-1,8.133221E-1,8.529200E-1,8.905445E-1,9.259192E-1,9.587826E-1,9.888901E-1,1.016016,1.039957,1.060531,1.077583,1.090982,1.100627,1.106443,1.108387
0.1,206.6842,205.0842,200.3775,192.8335,182.8678,170.9977,157.7915,143.8181,129.6040,115.6022,102.1738,89.58244,77.99844,67.51058,58.14119,49.86268,42.61298,36.30902,30.85742,26.16248,22.13161,18.67875,15.72616,13.20503,11.05538,9.225417,7.670715,6.353263,5.240547,4.304696,3.521729,2.870911,2.334220,1.895907,1.542139,1.260720,1.040865,8.730154E-1,7.487017E-1,6.604225E-1,6.015510E-1,5.662541E-1,5.494238E-1,5.466169E-1,5.540001E-1,5.682997E-1,5.867545E-1,6.070707E-1,6.273793E-1,6.461946E-1,6.623742E-1,6.750810E-1,6.837463E-1,6.880342E-1,6.878086E-1,6.831010E-1,6.740815E-1,6.610307E-1,6.443146E-1,6.243613E-1,6.016400E-1,5.766427E-1,5.498676E-1,5.218056E-1,4.929279E-1,4.636768E-1,4.344581E-1,4.056351E-1,3.775254E-1,3.503979E-1,3.244727E-1,2.999217E-1,2.768701E-1,2.553994E-1,2.355509E-1,2.173301E-1,2.007113E-1,1.856426E-1,1.720511E-1,1.598482E-1,1.489343E-1,1.392042E-1,1.305509E-1,1.228704E-1,1.160647E-1,1.100449E-1,1.047343E-1,1.000689E-1,9.599986E-2,9.249337E-2,8.953091E-2,8.710859E-2,8.523607E-2,8.393504E-2,8.323722E-2,8.318216E-2,8.381465E-2,8.518206E-2,8.733151E-2,9.030705E-2,9.414689E-2,9.888076E-2,1.045275E-1,1.110927E-1,1.185673E-1,1.269255E-1,1.361241E-1,1.461018E-1,1.567786E-1,1.680568E-1,1.798211E-1,1.919399E-1,2.042674E-1,2.166450E-1,2.289042E-1,2.408689E-1,2.523590E-1,2.631930E-1,2.731919E-1,2.821823E-1,2.900003E-1,2.964945E-1,3.015297E-1,3.049900E-1,3.067818E-1,3.068359E-1,3.051106E-1,3.015929E-1,2.963002E-1,2.892811E-1,2.806159E-1,2.704163E-1,2.588251E-1,2.460143E-1,2.321844E-1,2.175611E-1,2.023932E-1,1.869493E-1,1.715142E-1,1.563850E-1,1.418668E-1,1.282682E-1,1.158970E-1,1.050551E-1,9.603399E-2,8.911020E-2,8.454043E-2,8.255742E-2,8.336583E-2,8.713855E-2,9.401333E-2,1.040899E-1,1.174276E-1,1.340437E-1,1.539118E-1,1.769617E-1,2.030790E-1,2.321058E-1,2.638423E-1,2.980482E-1,3.344456E-1,3.727215E-1,4.125320E-1,4.535061E-1,4.952499E-1,5.373519E-1,5.793879E-1,6.209264E-1,6.615340E-1,7.007813E-1,7.382480E-1,7.735289E-1,8.062390E-1,8.360186E-1,8.625380E-1,8.855020E-1,9.046537E-1,9.197780E-1,9.307046E-1,9.373104E-1,9.395206E-1
0.15,220.3533,217.8883,210.7025,199.3895,184.8316,168.0678,150.1554,132.0531,114.5410,98.18492,83.33727,70.16489,58.69003,48.83452,40.45934,33.39637,27.47101,22.51669,18.38289,14.93847,12.07200,9.690276,7.716109,6.085752,4.746506,3.654577,2.773280,2.071583,1.522960,1.104506,7.962628E-1,5.807100E-1,4.423828E-1,3.675860E-1,3.441765E-1,3.613973E-1,4.097457E-1,4.808680E-1,5.674702E-1,6.632403E-1,7.627785E-1,8.615324E-1,9.557344E-1,1.042342,1.118977,1.183872,1.235806,1.274052,1.298323,1.308711,1.305642,1.289816,1.262164,1.223799,1.175971,1.120027,1.057369,9.894245E-1,9.176099E-1,8.433052E-1,7.678284E-1,6.924149E-1,6.182003E-1,5.462064E-1,4.773313E-1,4.123421E-1,3.518711E-1,2.964147E-1,2.463355E-1,2.018658E-1,1.631143E-1,1.300743E-1,1.026332E-1,8.058343E-2,6.363471E-2,5.142651E-2,4.354120E-2,3.951719E-2,3.886210E-2,4.106538E-2,4.561048E-2,5.198623E-2,5.969723E-2,6.827325E-2,7.727737E-2,8.631284E-2,9.502858E-2,1.031237E-1,1.103498E-1,1.165127E-1,1.214729E-1,1.251444E-1,1.274921E-1,1.285293E-1,1.283133E-1,1.269405E-1,1.245407E-1,1.212718E-1,1.173127E-1,1.128572E-1,1.081075E-1,1.032676E-1,9.853710E-2,9.410552E-2,9.014692E-2,8.681512E-2,8.423972E-2,8.252270E-2,8.173591E-2,8.191946E-2,8.308080E-2,8.519477E-2,8.820454E-2,9.202318E-2,9.653613E-2,1.016044E-1,1.070680E-1,1.127508E-1,1.184648E-1,1.240150E-1,1.292054E-1,1.338436E-1,1.377467E-1,1.407463E-1,1.426938E-1,1.434646E-1,1.429629E-1,1.411253E-1,1.379238E-1,1.333684E-1,1.275087E-1,1.204352E-1,1.122789E-1,1.032114E-1,9.344257E-2,8.321911E-2,7.282095E-2,6.255771E-2,5.276420E-2,4.379542E-2,3.602098E-2,2.981909E-2,2.557029E-2,2.365085E-2,2.442610E-2,2.824379E-2,3.542748E-2,4.627024E-2,6.102857E-2,7.991685E-2,1.031022E-1,1.307003E-1,1.627712E-1,1.993169E-1,2.402789E-1,2.855370E-1,3.349089E-1,3.881513E-1,4.449606E-1,5.049761E-1,5.677830E-1,6.329165E-1,6.998673E-1,7.680866E-1,8.369932E-1,9.059801E-1,9.744218E-1,1.041683,1.107124,1.170112,1.230030,1.286279,1.338292,1.385539,1.427533,1.463841,1.494082,1.517940,1.535164,1.545572,1.549054
0.2,220.8577,217.6017,208.1989,193.6661,175.4592,155.1972,134.4020,114.3111,95.79010,79.33275,65.12094,53.11067,43.11839,34.89234,28.16337,22.67629,18.20586,14.56237,11.59076,9.166721,7.191493,5.586783,4.290210,3.251586,2.429965,1.791417,1.307370,9.533985E-1,7.083593E-1,5.537642E-1,4.733369E-1,4.526930E-1,4.791074E-1,5.413406E-1,6.295044E-1,7.349546E-1,8.502010E-1,9.688272E-1,1.085418,1.195491,1.295427,1.382408,1.454346,1.509824,1.548027,1.568681,1.571984,1.558548,1.529335,1.485600,1.428830,1.360694,1.282987,1.197580,1.106381,1.011290,9.141583E-1,8.167625E-1,7.207698E-1,6.277159E-1,5.389843E-1,4.557902E-1,3.791691E-1,3.099688E-1,2.488463E-1,1.962670E-1,1.525088E-1,1.176683E-1,9.167000E-2,7.427871E-2,6.511307E-2,6.366144E-2,6.929908E-2,8.130629E-2,9.888724E-2,1.211892E-1,1.473209E-1,1.763726E-1,2.074328E-1,2.396056E-1,2.720272E-1,3.038794E-1,3.344031E-1,3.629091E-1,3.887875E-1,4.115150E-1,4.306601E-1,4.458868E-1,4.569560E-1,4.637241E-1,4.661434E-1,4.642553E-1,4.581866E-1,4.481425E-1,4.343986E-1,4.172921E-1,3.972120E-1,3.745891E-1,3.498854E-1,3.235833E-1,2.961750E-1,2.681518E-1,2.399946E-1,2.121645E-1,1.850937E-1,1.591786E-1,1.347724E-1,1.121800E-1,9.165378E-2,7.339001E-2,5.752744E-2,4.414648E-2,3.326989E-2,2.486467E-2,1.884497E-2,1.507614E-2,1.337966E-2,1.353887E-2,1.530550E-2,1.840666E-2,2.255225E-2,2.744262E-2,3.277638E-2,3.825808E-2,4.360576E-2,4.855802E-2,5.288081E-2,5.637318E-2,5.887315E-2,6.026164E-2,6.046632E-2,5.946416E-2,5.728300E-2,5.400208E-2,4.975149E-2,4.471055E-2,3.910518E-2,3.320433E-2,2.731545E-2,2.177912E-2,1.696294E-2,1.325479E-2,1.105561E-2,1.077178E-2,1.280716E-2,1.755517E-2,2.539071E-2,3.666244E-2,5.168524E-2,7.073311E-2,9.403270E-2,1.217575E-1,1.540227E-1,1.908811E-1,2.323201E-1,2.782590E-1,3.285484E-1,3.829701E-1,4.412378E-1,5.029997E-1,5.678427E-1,6.352912E-1,7.048233E-1,7.758662E-1,8.478083E-1,9.200060E-1,9.917919E-1,1.062484,1.131393,1.197834,1.261134,1.320643,1.375739,1.425843,1.470420,1.508992,1.541141,1.566519,1.584847,1.595925,1.599631
0.25,219.6897,215.6666,204.1584,186.6978,165.3990,142.4810,119.8630,98.93011,80.48244,64.81642,51.86914,41.36715,32.94631,26.23235,20.88565,16.62005,13.20560,10.46288,8.254253,6.474696,5.043842,3.899495,2.992711,2.284178,1.741636,1.338065,1.050428,8.588166E-1,7.458489E-1,6.962645E-1,6.966310E-1,7.351354E-1,8.014238E-1,8.864771E-1,9.825071E-1,1.082865,1.181959,1.275179,1.358817,1.429999,1.486615,1.527244,1.551088,1.557903,1.547934,1.521847,1.480666,1.425712,1.358546,1.280907,1.194664,1.101765,1.004187,9.038956E-1,8.028077E-1,7.027542E-1,6.054509E-1,5.124727E-1,4.252313E-1,3.449586E-1,2.726938E-1,2.092744E-1,1.553322E-1,1.112922E-1,7.737566E-2,5.360700E-2,3.982261E-2,3.568361E-2,4.069029E-2,5.419890E-2,7.544008E-2,1.035385E-1,1.375336E-1,1.764002E-1,2.190704E-1,2.644545E-1,3.114594E-1,3.590128E-1,4.060769E-1,4.516673E-1,4.948688E-1,5.348481E-1,5.708654E-1,6.022840E-1,6.285775E-1,6.493345E-1,6.642617E-1,6.731844E-1,6.760449E-1,6.728989E-1,6.639105E-1,6.493446E-1,6.295584E-1,6.049921E-1,5.761568E-1,5.436232E-1,5.080090E-1,4.699656E-1,4.301655E-1,3.892885E-1,3.480098E-1,3.069868E-1,2.668484E-1,2.281839E-1,1.915335E-1,1.573799E-1,1.261414E-1,9.816599E-2,7.372726E-2,5.302174E-2,3.616766E-2,2.320528E-2,1.409867E-2,8.738861E-3,6.948299E-3,8.486512E-3,1.305683E-2,2.031403E-2,2.987270E-2,4.131630E-2,5.420659E-2,6.809325E-2,8.252364E-2,9.705243E-2,1.112510E-1,1.247162E-1,1.370786E-1,1.480105E-1,1.572316E-1,1.645157E-1,1.696946E-1,1.726619E-1,1.733748E-1,1.718555E-1,1.681907E-1,1.625300E-1,1.550834E-1,1.461173E-1,1.359495E-1,1.249437E-1,1.135019E-1,1.020576E-1,9.106721E-2,8.100169E-2,7.233731E-2,6.554662E-2,6.108932E-2,5.940329E-2,6.089582E-2,6.593543E-2,7.484419E-2,8.789085E-2,1.052848E-1,1.271707E-1,1.536250E-1,1.846523E-1,2.201841E-1,2.600777E-1,3.041173E-1,3.520158E-1,4.034175E-1,4.579024E-1,5.149916E-1,5.741535E-1,6.348108E-1,6.963485E-1,7.581225E-1,8.194685E-1,8.797122E-1,9.381782E-1,9.942003E-1,1.047131,1.096351,1.141279,1.181379,1.216171,1.245233,1.268213,1.284831,1.294884,1.298249
0.3,219.7135,214.9175,201.3270,181.0813,157.0235,131.9680,108.1474,86.97076,69.06023,54.44848,42.81538,33.68714,26.56962,21.02008,16.67471,13.25017,10.53293,8.364829,6.629253,5.239666,4.130868,3.252639,2.565295,2.036654,1.639989,1.352663,1.155263,1.030901,9.648876E-1,9.443934E-1,9.582386E-1,9.967289E-1,1.051519,1.115495,1.182673,1.248102,1.307779,1.358561,1.398088,1.424701,1.437374,1.435637,1.419510,1.389438,1.346222,1.290965,1.225011,1.149893,1.067275,9.789151E-1,8.866095E-1,7.921588E-1,6.973280E-1,6.038133E-1,5.132122E-1,4.269983E-1,3.464995E-1,2.728800E-1,2.071272E-1,1.500414E-1,1.022302E-1,6.410648E-2,3.588916E-2,1.760819E-2,9.112051E-3,1.007814E-2,2.002569E-2,3.833082E-2,6.424326E-2,9.690482E-2,1.353687E-1,1.786194E-1,2.255938E-1,2.752010E-1,3.263429E-1,3.779339E-1,4.289190E-1,4.782916E-1,5.251099E-1,5.685102E-1,6.077199E-1,6.420683E-1,6.709943E-1,6.940532E-1,7.109202E-1,7.213923E-1,7.253885E-1,7.229469E-1,7.142201E-1,6.994694E-1,6.790566E-1,6.534349E-1,6.231378E-1,5.887673E-1,5.509815E-1,5.104813E-1,4.679965E-1,4.242723E-1,3.800553E-1,3.360805E-1,2.930584E-1,2.516630E-1,2.125202E-1,1.761989E-1,1.432011E-1,1.139554E-1,8.881058E-2,6.803161E-2,5.179665E-2,4.019597E-2,3.323235E-2,3.082301E-2,3.280307E-2,3.893034E-2,4.889148E-2,6.230925E-2,7.875077E-2,9.773665E-2,1.187509E-1,1.412512E-1,1.646794E-1,1.884727E-1,2.120738E-1,2.349418E-1,2.565621E-1,2.764560E-1,2.941891E-1,3.093793E-1,3.217041E-1,3.309054E-1,3.367946E-1,3.392559E-1,3.382478E-1,3.338040E-1,3.260324E-1,3.151133E-1,3.012957E-1,2.848929E-1,2.662771E-1,2.458720E-1,2.241460E-1,2.016029E-1,1.787738E-1,1.562069E-1,1.344582E-1,1.140812E-1,9.561727E-2,7.958554E-2,6.647392E-2,5.672996E-2,5.075265E-2,4.888510E-2,5.140783E-2,5.853338E-2,7.040189E-2,8.707777E-2,1.085478E-1,1.347205E-1,1.654263E-1,2.004199E-1,2.393829E-1,2.819282E-1,3.276054E-1,3.759075E-1,4.262776E-1,4.781178E-1,5.307974E-1,5.836632E-1,6.360485E-1,6.872834E-1,7.367054E-1,7.836689E-1,8.275555E-1,8.677830E-1,9.038148E-1,9.351677E-1,9.614199E-1,9.822167E-1,9.972764E-1,1.006395,1.009448
0.35,221.2684,215.6800,199.9904,177.0337,150.4400,123.5973,98.96193,77.85933,60.65823,47.10392,36.63987,28.63653,22.51836,17.81455,14.16469,11.30371,9.040701,7.238945,5.799855,4.651046,3.737995,3.018396,2.458441,2.030385,1.710979,1.480447,1.321806,1.220403,1.163590,1.140474,1.141728,1.159425,1.186898,1.218621,1.250086,1.277704,1.298708,1.311061,1.313369,1.304809,1.285049,1.254182,1.212663,1.161250,1.100944,1.032940,9.585816E-1,8.793100E-1,7.966278E-1,7.120588E-1,6.271146E-1,5.432629E-1,4.619001E-1,3.843270E-1,3.117281E-1,2.451541E-1,1.855082E-1,1.335352E-1,8.981494E-2,5.475760E-2,2.860350E-2,1.142503E-2,3.131692E-3,3.477701E-3,1.207192E-2,2.838993E-2,5.178792E-2,8.151806E-2,1.167452E-1,1.565643E-1,2.000188E-1,2.461186E-1,2.938589E-1,3.422377E-1,3.902740E-1,4.370232E-1,4.815933E-1,5.231587E-1,5.609727E-1,5.943781E-1,6.228159E-1,6.458333E-1,6.630877E-1,6.743500E-1,6.795056E-1,6.785536E-1,6.716036E-1,6.588710E-1,6.406709E-1,6.174099E-1,5.895768E-1,5.577320E-1,5.224962E-1,4.845380E-1,4.445615E-1,4.032925E-1,3.614658E-1,3.198117E-1,2.790438E-1,2.398461E-1,2.028622E-1,1.686841E-1,1.378433E-1,1.108022E-1,8.794704E-2,6.958278E-2,5.592876E-2,4.711630E-2,4.318777E-2,4.409715E-2,4.971216E-2,5.981782E-2,7.412136E-2,9.225840E-2,1.138003E-1,1.382627E-1,1.651143E-1,1.937874E-1,2.236875E-1,2.542051E-1,2.847258E-1,3.146415E-1,3.433614E-1,3.703219E-1,3.949965E-1,4.169052E-1,4.356221E-1,4.507834E-1,4.620928E-1,4.693272E-1,4.723398E-1,4.710628E-1,4.655083E-1,4.557681E-1,4.420126E-1,4.244862E-1,4.035051E-1,3.794503E-1,3.527623E-1,3.239332E-1,2.934978E-1,2.620257E-1,2.301109E-1,1.983622E-1,1.673928E-1,1.378101E-1,1.102055E-1,8.514433E-2,6.315635E-2,4.472678E-2,3.028808E-2,2.021254E-2,1.480559E-2,1.430065E-2,1.885482E-2,2.854574E-2,4.336990E-2,6.324216E-2,8.799650E-2,1.173881E-1,1.510970E-1,1.887321E-1,2.298372E-1,2.738978E-1,3.203483E-1,3.685814E-1,4.179559E-1,4.678075E-1,5.174583E-1,5.662274E-1,6.134411E-1,6.584430E-1,7.006045E-1,7.393342E-1,7.740864E-1,8.043705E-1,8.297575E-1,8.498875E-1,8.644741E-1,8.733098E-1,8.762690E-1
0.4,224.0594,217.6543,199.8354,174.2168,145.2616,116.8961,91.70947,70.85520,54.40316,41.81497,32.33280,25.21557,19.84448,15.74650,12.57846,10.09832,8.137066,6.575982,5.330148,4.337102,3.549371,2.929671,2.447852,2.078978,1.802087,1.599391,1.455731,1.358179,1.295750,1.259157,1.240615,1.233666,1.233026,1.234442,1.234572,1.230867,1.221469,1.205119,1.181072,1.149022,1.109034,1.061479,1.006983,9.463714E-1,8.806271E-1,8.108453E-1,7.381975E-1,6.638964E-1,5.891645E-1,5.152065E-1,4.431840E-1,3.741931E-1,3.092455E-1,2.492520E-1,1.950090E-1,1.471874E-1,1.063252E-1,7.282141E-2,4.693452E-2,2.878149E-2,1.834074E-2,1.545648E-2,1.984587E-2,3.110767E-2,4.873281E-2,7.211642E-2,1.005712E-1,1.333416E-1,1.696190E-1,2.085574E-1,2.492887E-1,2.909388E-1,3.326428E-1,3.735598E-1,4.128867E-1,4.498716E-1,4.838255E-1,5.141325E-1,5.402590E-1,5.617609E-1,5.782897E-1,5.895958E-1,5.955309E-1,5.960489E-1,5.912037E-1,5.811469E-1,5.661227E-1,5.464620E-1,5.225753E-1,4.949434E-1,4.641083E-1,4.306622E-1,3.952369E-1,3.584911E-1,3.210998E-1,2.837411E-1,2.470848E-1,2.117809E-1,1.784485E-1,1.476648E-1,1.199567E-1,9.579094E-2,7.556783E-2,5.961418E-2,4.817874E-2,4.142861E-2,3.944706E-2,4.223283E-2,4.970092E-2,6.168464E-2,7.793908E-2,9.814598E-2,1.219196E-1,1.488136E-1,1.783294E-1,2.099248E-1,2.430231E-1,2.770241E-1,3.113129E-1,3.452721E-1,3.782911E-1,4.097769E-1,4.391641E-1,4.659246E-1,4.895759E-1,5.096898E-1,5.258991E-1,5.379049E-1,5.454790E-1,5.484710E-1,5.468090E-1,5.405010E-1,5.296355E-1,5.143787E-1,4.949761E-1,4.717419E-1,4.450601E-1,4.153756E-1,3.831876E-1,3.490417E-1,3.135214E-1,2.772383E-1,2.408231E-1,2.049147E-1,1.701505E-1,1.371561E-1,1.065351E-1,7.885936E-2,5.466004E-2,3.441866E-2,1.855931E-2,7.441707E-3,1.355165E-3,5.136576E-4,5.052039E-3,1.502350E-2,3.039829E-2,5.106363E-2,7.682501E-2,1.074087E-1,1.424657E-1,1.815759E-1,2.242552E-1,2.699616E-1,3.181029E-1,3.680471E-1,4.191293E-1,4.706628E-1,5.219495E-1,5.722897E-1,6.209925E-1,6.673861E-1,7.108281E-1,7.507151E-1,7.864906E-1,8.176556E-1,8.437732E-1,8.644775E-1,8.794777E-1,8.885628E-1,8.916053E-1
0.45,227.7079,220.4617,200.4831,172.2475,141.0853,111.4151,85.87071,65.36346,49.64210,37.90417,29.22918,22.80233,17.98860,14.32763,11.49886,9.282935,7.529494,6.133780,5.020680,4.134426,3.432092,2.879560,2.449020,2.117407,1.865394,1.676701,1.537635,1.436694,1.364288,1.312481,1.274775,1.245917,1.221733,1.198972,1.175172,1.148545,1.117872,1.082408,1.041810,9.960581E-1,9.454033E-1,8.903091E-1,8.314066E-1,7.694539E-1,7.052989E-1,6.398480E-1,5.740373E-1,5.088070E-1,4.450792E-1,3.837378E-1,3.256113E-1,2.714577E-1,2.219518E-1,1.776746E-1,1.391053E-1,1.066153E-1,8.046386E-2,6.079700E-2,4.764735E-2,4.093651E-2,4.047914E-2,4.598883E-2,5.708544E-2,7.330395E-2,9.410447E-2,1.188834E-1,1.469851E-1,1.777147E-1,2.103509E-1,2.441586E-1,2.784026E-1,3.123598E-1,3.453314E-1,3.766550E-1,4.057148E-1,4.319513E-1,4.548703E-1,4.740501E-1,4.891470E-1,4.999002E-1,5.061349E-1,5.077638E-1,5.047868E-1,4.972899E-1,4.854422E-1,4.694920E-1,4.497604E-1,4.266358E-1,4.005654E-1,3.720469E-1,3.416192E-1,3.098526E-1,2.773384E-1,2.446783E-1,2.124739E-1,1.813164E-1,1.517761E-1,1.243931E-1,9.966761E-2,7.805212E-2,5.994356E-2,4.567686E-2,3.551952E-2,2.966731E-2,2.824122E-2,3.128564E-2,3.876788E-2,5.057888E-2,6.653527E-2,8.638264E-2,1.097998E-1,1.364046E-1,1.657597E-1,1.973809E-1,2.307445E-1,2.652962E-1,3.004604E-1,3.356499E-1,3.702753E-1,4.037549E-1,4.355246E-1,4.650466E-1,4.918190E-1,5.153838E-1,5.353347E-1,5.513237E-1,5.630669E-1,5.703507E-1,5.730322E-1,5.710468E-1,5.644053E-1,5.531969E-1,5.375861E-1,5.178119E-1,4.941840E-1,4.670785E-1,4.369321E-1,4.042356E-1,3.695266E-1,3.333815E-1,2.964067E-1,2.592289E-1,2.224860E-1,1.868174E-1,1.528535E-1,1.212063E-1,9.245985E-2,6.716106E-2,4.581091E-2,2.885670E-2,1.668471E-2,9.613854E-3,7.890449E-3,1.168391E-2,2.108364E-2,3.609704E-2,5.664895E-2,8.258191E-2,1.136580E-1,1.495619E-1,1.899048E-1,2.342298E-1,2.820175E-1,3.326943E-1,3.856391E-1,4.401934E-1,4.956689E-1,5.513586E-1,6.065463E-1,6.605170E-1,7.125667E-1,7.620129E-1,8.082045E-1,8.505303E-1,8.884290E-1,9.213963E-1,9.489925E-1,9.708490E-1,9.866732E-1,9.962536E-1,9.994614E-1
0.5,231.8941,223.7844,201.6212,170.8182,137.5964,106.8117,81.05994,60.95656,45.92407,34.92370,26.90909,21.02162,16.62799,13.28809,10.70482,8.678939,7.075144,5.799071,4.782463,3.973999,3.333680,2.829438,2.435044,2.128792,1.892626,1.711508,1.572986,1.466779,1.384489,1.319318,1.265832,1.219755,1.177785,1.137433,1.096886,1.054891,1.010652,9.637446E-1,9.140446E-1,8.616655E-1,8.069073E-1,7.502132E-1,6.921321E-1,6.332863E-1,5.743451E-1,5.160000E-1,4.589461E-1,4.038610E-1,3.513924E-1,3.021428E-1,2.566583E-1,2.154193E-1,1.788316E-1,1.472212E-1,1.208290E-1,9.980803E-2,8.422260E-2,7.404824E-2,6.917382E-2,6.940489E-2,7.446836E-2,8.401859E-2,9.764454E-2,1.148778E-1,1.352016E-1,1.580606E-1,1.828709E-1,2.090303E-1,2.359293E-1,2.629613E-1,2.895331E-1,3.150749E-1,3.390494E-1,3.609606E-1,3.803621E-1,3.968632E-1,4.101356E-1,4.199152E-1,4.260180E-1,4.283179E-1,4.267727E-1,4.214109E-1,4.123333E-1,3.997106E-1,3.837789E-1,3.648355E-1,3.432330E-1,3.193724E-1,2.936964E-1,2.666802E-1,2.388243E-1,2.106446E-1,1.826641E-1,1.554032E-1,1.293714E-1,1.050577E-1,8.292290E-2,6.339151E-2,4.684444E-2,3.361267E-2,2.397155E-2,1.813613E-2,1.625752E-2,1.842022E-2,2.464066E-2,3.486677E-2,4.897869E-2,6.679066E-2,8.805387E-2,1.124604E-1,1.396483E-1,1.692068E-1,2.006839E-1,2.335924E-1,2.674188E-1,3.016309E-1,3.356867E-1,3.690430E-1,4.011645E-1,4.315322E-1,4.596523E-1,4.850638E-1,5.073464E-1,5.261279E-1,5.410905E-1,5.519753E-1,5.585882E-1,5.608024E-1,5.585623E-1,5.518837E-1,5.408552E-1,5.256367E-1,5.064580E-1,4.836160E-1,4.574706E-1,4.284395E-1,3.969928E-1,3.636462E-1,3.289531E-1,2.934974E-1,2.578842E-1,2.227313E-1,1.886597E-1,1.562845E-1,1.262057E-1,9.899876E-2,7.520614E-2,5.532856E-2,3.981735E-2,2.906737E-2,2.341043E-2,2.310983E-2,2.835589E-2,3.926233E-2,5.586390E-2,7.811508E-2,1.058898E-1,1.389829E-1,1.771112E-1,2.199182E-1,2.669777E-1,3.177988E-1,3.718323E-1,4.284793E-1,4.870969E-1,5.470084E-1,6.075115E-1,6.678883E-1,7.274147E-1,7.853707E-1,8.410497E-1,8.937682E-1,9.428760E-1,9.877641E-1,1.027874,1.062704,1.091819,1.114853,1.131516,1.141599,1.144974
