energy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
0.05,60.45787,60.29256,59.80012,58.99087,57.88156,56.49473,54.85788,53.00248,50.96285,48.77502,46.47564,44.10087,41.68546,39.26190,36.85976,34.50524,32.22079,30.02498,27.93252,25.95433,24.09778,22.36701,20.76327,19.28530,17.92975,16.69157,15.56443,14.54100,13.61335,12.77320,12.01215,11.32192,10.69447,10.12218,9.597879,9.114988,8.667505,8.250047,7.857850,7.486756,7.133193,6.794143,6.467106,6.150058,5.841412,5.539970,5.244883,4.955608,4.671865,4.393602,4.120954,3.854214,3.593795,3.340209,3.094034,2.855895,2.626439,2.406317,2.196171,1.996612,1.808213,1.631496,1.466922,1.314887,1.175709,1.049630,9.368082E-1,8.373192E-1,7.511522E-1,6.782113E-1,6.183165E-1,5.712055E-1,5.365367E-1,5.138921E-1,5.027826E-1,5.026520E-1,5.128825E-1,5.328009E-1,5.616847E-1,5.987687E-1,6.432513E-1,6.943024E-1,7.510697E-1,8.126862E-1,8.782772E-1,9.469672E-1,1.017887,1.090179,1.163007,1.235557,1.307048,1.376734,1.443910,1.507917,1.568143,1.624031,1.675079,1.720841,1.760931,1.795026,1.822860,1.844234,1.859007,1.867098,1.868488,1.863214,1.851369,1.833100,1.808602,1.778120,1.741942,1.700396,1.653847,1.602692,1.547356,1.488291,1.425965,1.360867,1.293493,1.224350,1.153946,1.082792,1.011390,9.402384E-1,8.698226E-1,8.006136E-1,7.330648E-1,6.676093E-1,6.046571E-1,5.445930E-1,4.877743E-1,4.345294E-1,3.851555E-1,3.399183E-1,2.990501E-1,2.627495E-1,2.311808E-1,2.044737E-1,1.827234E-1,1.659903E-1,1.543012E-1,1.476490E-1,1.459944E-1,1.492661E-1,1.573625E-1,1.701526E-1,1.874777E-1,2.091529E-1,2.349686E-1,2.646926E-1,2.980716E-1,3.348334E-1,3.746886E-1,4.173330E-1,4.624491E-1,5.097090E-1,5.587757E-1,6.093054E-1,6.609502E-1,7.133591E-1,7.661810E-1,8.190661E-1,8.716680E-1,9.236458E-1,9.746657E-1,1.024403,1.072543,1.118785,1.162839,1.204435,1.243314,1.279239,1.311992,1.341372,1.367203,1.389328,1.407615,1.421952,1.432255,1.438461,1.440534
0.1,115.3582,114.8667,113.4085,111.0312,107.8111,103.8476,99.25750,94.16835,88.71137,83.01543,77.20164,71.37927,65.64296,60.07121,54.72603,49.65356,44.88533,40.44006,36.32564,32.54118,29.07901,25.92642,23.06729,20.48336,18.15527,16.06337,14.18833,12.51153,11.01533,9.683246,8.499979,7.451440,6.524703,5.707942,4.990349,4.362049,3.814017,3.337997,2.926430,2.572387,2.269518,2.011997,1.794487,1.612100,1.460372,1.335232,1.232985,1.150288,1.084132,1.031826,9.909775E-1,9.594764E-1,9.354782E-1,9.173864E-1,9.038345E-1,8.936682E-1,8.859274E-1,8.798276E-1,8.747422E-1,8.701840E-1,8.657876E-1,8.612927E-1,8.565271E-1,8.513915E-1,8.458448E-1,8.398904E-1,8.335642E-1,8.269232E-1,8.200362E-1,8.129749E-1,8.058071E-1,7.985912E-1,7.913713E-1,7.841746E-1,7.770088E-1,7.698617E-1,7.627009E-1,7.554748E-1,7.481146E-1,7.405360E-1,7.326427E-1,7.243289E-1,7.154836E-1,7.059936E-1,6.957472E-1,6.846384E-1,6.725695E-1,6.594549E-1,6.452238E-1,6.298225E-1,6.132168E-1,5.953932E-1,5.763603E-1,5.561491E-1,5.348133E-1,5.124291E-1,4.890926E-1,4.649217E-1,4.400511E-1,4.146318E-1,3.888282E-1,3.628154E-1,3.367766E-1,3.108994E-1,2.853732E-1,2.603861E-1,2.361212E-1,2.127543E-1,1.904507E-1,1.693628E-1,1.496275E-1,1.313644E-1,1.146740E-1,9.963629E-2,8.630987E-2,7.473116E-2,6.491434E-2,5.685141E-2,5.051277E-2,4.584810E-2,4.278751E-2,4.124310E-2,4.111071E-2,4.227190E-2,4.459619E-2,4.794331E-2,5.216569E-2,5.711093E-2,6.262425E-2,6.855101E-2,7.473903E-2,8.104088E-2,8.731597E-2,9.343249E-2,9.926910E-2,1.047164E-1,1.096782E-1,1.140723E-1,1.178313E-1,1.209031E-1,1.232507E-1,1.248521E-1,1.257002E-1,1.258018E-1,1.251768E-1,1.238571E-1,1.218854E-1,1.193139E-1,1.162025E-1,1.126176E-1,1.086302E-1,1.043144E-1,9.974564E-2,9.499947E-2,9.014974E-2,8.526739E-2,8.041919E-2,7.566668E-2,7.106520E-2,6.666322E-2,6.250172E-2,5.861390E-2,5.502499E-2,5.175226E-2,4.880527E-2,4.618621E-2,4.389048E-2,4.190733E-2,4.022068E-2,3.881000E-2,3.765130E-2,3.671809E-2,3.598247E-2,3.541611E-2,3.499130E-2,3.468186E-2,3.446403E-2,3.431724E-2,3.422479E-2,3.417437E-2,3.415840E-2
0.15,135.4925,134.6861,132.3049,128.4584,123.3181,117.1013,110.0533,102.4284,94.47262,86.41037,78.43475,70.70248,63.33261,56.40844,49.98146,44.07651,38.69737,33.83211,29.45788,25.54490,22.05970,18.96740,16.23349,13.82482,11.71034,9.861327,8.251522,6.857021,5.656125,4.629123,3.758078,3.026613,2.419718,1.923586,1.525472,1.213589,9.770131E-1,8.056213E-1,6.900414E-1,6.216142E-1,5.923671E-1,5.949930E-1,6.228336E-1,6.698644E-1,7.306803E-1,8.004797E-1,8.750470E-1,9.507326E-1,1.024430,1.093549,1.155991,1.210113,1.254697,1.288916,1.312295,1.324676,1.326179,1.317162,1.298191,1.269995,1.233437,1.189477,1.139144,1.083507,1.023645,9.606269E-1,8.954897E-1,8.292199E-1,7.627391E-1,6.968913E-1,6.324338E-1,5.700307E-1,5.102481E-1,4.535531E-1,4.003138E-1,3.508022E-1,3.051979E-1,2.635943E-1,2.260055E-1,1.923744E-1,1.625812E-1,1.364533E-1,1.137740E-1,9.429319E-2,7.773591E-2,6.381208E-2,5.222502E-2,4.267918E-2,3.488764E-2,2.857828E-2,2.349912E-2,1.942274E-2,1.614960E-2,1.351028E-2,1.136683E-2,9.613062E-3,8.173918E-3,7.004075E-3,6.085736E-3,5.425796E-3,5.052464E-3,5.011457E-3,5.361889E-3,6.171980E-3,7.514690E-3,9.463406E-3,1.208779E-2,1.544986E-2,1.960049E-2,2.457623E-2,3.039675E-2,3.706276E-2,4.455451E-2,5.283099E-2,6.182970E-2,7.146701E-2,8.163928E-2,9.222435E-2,1.030838E-1,1.140654E-1,1.250063E-1,1.357364E-1,1.460819E-1,1.558692E-1,1.649287E-1,1.730988E-1,1.802301E-1,1.861882E-1,1.908581E-1,1.941467E-1,1.959854E-1,1.963329E-1,1.951764E-1,1.925328E-1,1.884499E-1,1.830053E-1,1.763068E-1,1.684906E-1,1.597197E-1,1.501814E-1,1.400843E-1,1.296553E-1,1.191357E-1,1.087768E-1,9.883583E-2,8.957131E-2,8.123834E-2,7.408394E-2,6.834241E-2,6.423087E-2,6.194501E-2,6.165517E-2,6.350281E-2,6.759741E-2,7.401391E-2,8.279077E-2,9.392839E-2,1.073887E-1,1.230946E-1,1.409308E-1,1.607452E-1,1.823501E-1,2.055255E-1,2.300213E-1,2.555617E-1,2.818485E-1,3.085660E-1,3.353855E-1,3.619707E-1,3.879822E-1,4.130836E-1,4.369461E-1,4.592541E-1,4.797099E-1,4.980385E-1,5.139920E-1,5.273535E-1,5.379406E-1,5.456084E-1,5.502516E-1,5.518065E-1
0.2,139.6296,138.5424,135.3478,130.2385,123.5087,115.5210,106.6670,97.33168,87.86376,78.55607,69.63588,61.26409,53.54090,46.51542,40.19692,34.56589,29.58389,25.20156,21.36473,18.01865,15.11083,12.59254,10.41964,8.552649,6.956612,5.600637,4.457429,3.502782,2.715101,2.075001,1.564945,1.168973,8.724765E-1,6.620274E-1,5.252564E-1,4.507595E-1,4.280345E-1,4.474365E-1,5.001454E-1,5.781437E-1,6.741981E-1,7.818424E-1,8.953610E-1,1.009769,1.120791,1.224833,1.318956,1.400838,1.468740,1.521464,1.558308,1.579022,1.583758,1.573026,1.547639,1.508668,1.457390,1.395250,1.323803,1.244685,1.159563,1.070104,9.779394E-1,8.846377E-1,7.916767E-1,7.004224E-1,6.121116E-1,5.278373E-1,4.485392E-1,3.749968E-1,3.078269E-1,2.474841E-1,1.942638E-1,1.483094E-1,1.096200E-1,7.806206E-2,5.338162E-2,3.521836E-2,2.312069E-2,1.656152E-2,1.495436E-2,1.766950E-2,2.404984E-2,3.342621E-2,4.513186E-2,5.851592E-2,7.295558E-2,8.786689E-2,1.027141E-1,1.170171E-1,1.303576E-1,1.423837E-1,1.528117E-1,1.614280E-1,1.680879E-1,1.727137E-1,1.752916E-1,1.758667E-1,1.745378E-1,1.714506E-1,1.667909E-1,1.607765E-1,1.536498E-1,1.456691E-1,1.371013E-1,1.282137E-1,1.192666E-1,1.105066E-1,1.021606E-1,9.443005E-2,8.748686E-2,8.146955E-2,7.648078E-2,7.258584E-2,6.981207E-2,6.814937E-2,6.755165E-2,6.793914E-2,6.920163E-2,7.120238E-2,7.378264E-2,7.676681E-2,7.996787E-2,8.319315E-2,8.625023E-2,8.895281E-2,9.112644E-2,9.261404E-2,9.328098E-2,9.301967E-2,9.175362E-2,8.944063E-2,8.607551E-2,8.169167E-2,7.636209E-2,7.019921E-2,6.335413E-2,5.601475E-2,4.840313E-2,4.077213E-2,3.340112E-2,2.659123E-2,2.065982E-2,1.593465E-2,1.274757E-2,1.142801E-2,1.229628E-2,1.565696E-2,2.179235E-2,3.095618E-2,4.336768E-2,5.920616E-2,7.860613E-2,1.016531E-1,1.283805E-1,1.587663E-1,1.927325E-1,2.301435E-1,2.708066E-1,3.144734E-1,3.608417E-1,4.095586E-1,4.602246E-1,5.123987E-1,5.656032E-1,6.193308E-1,6.730506E-1,7.262162E-1,7.782728E-1,8.286652E-1,8.768458E-1,9.222827E-1,9.644668E-1,1.002920,1.037203,1.066918,1.091722,1.111323,1.125491,1.134059,1.136927
0.25,139.1284,137.7755,133.8208,127.5598,119.4353,109.9751,99.72598,89.19617,78.81467,68.91013,59.70726,51.33637,43.85036,37.24441,31.47479,26.47477,22.16693,18.47166,15.31275,12.62039,10.33253,8.395062,6.761368,5.391472,4.251115,3.310811,2.545014,1.931385,1.450201,1.083882,8.166191E-1,6.341051E-1,5.233242E-1,4.724063E-1,4.705210E-1,5.078029E-1,5.752990E-1,6.649299E-1,7.694598E-1,8.824715E-1,9.983415E-1,1.112216,1.219982,1.318242,1.404272,1.475992,1.531922,1.571136,1.593217,1.598209,1.586564,1.559089,1.516899,1.461355,1.394025,1.316624,1.230970,1.138941,1.042427,9.432934E-1,8.433469E-1,7.443016E-1,6.477522E-1,5.551509E-1,4.677885E-1,3.867791E-1,3.130507E-1,2.473382E-1,1.901820E-1,1.419287E-1,1.027372E-1,7.258593E-2,5.128477E-2,3.848820E-2,3.371112E-2,3.634617E-2,4.568239E-2,6.092474E-2,8.121409E-2,1.056473E-1,1.332969E-1,1.632305E-1,1.945288E-1,2.263026E-1,2.577085E-1,2.879624E-1,3.163518E-1,3.422461E-1,3.651031E-1,3.844766E-1,4.000190E-1,4.114829E-1,4.187212E-1,4.216839E-1,4.204148E-1,4.150449E-1,4.057857E-1,3.929202E-1,3.767937E-1,3.578036E-1,3.363879E-1,3.130148E-1,2.881703E-1,2.623480E-1,2.360377E-1,2.097152E-1,1.838328E-1,1.588106E-1,1.350288E-1,1.128210E-1,9.246950E-2,7.420091E-2,5.818374E-2,4.452716E-2,3.328113E-2,2.443778E-2,1.793415E-2,1.365594E-2,1.144238E-2,1.109200E-2,1.236917E-2,1.501122E-2,1.873613E-2,2.325037E-2,2.825698E-2,3.346351E-2,3.858982E-2,4.337544E-2,4.758651E-2,5.102192E-2,5.351874E-2,5.495682E-2,5.526236E-2,5.441036E-2,5.242617E-2,4.938569E-2,4.541469E-2,4.068684E-2,3.542080E-2,2.987625E-2,2.434897E-2,1.916516E-2,1.467499E-2,1.124554E-2,9.253324E-3,9.076439E-3,1.108657E-2,1.564096E-2,2.307451E-2,3.369217E-2,4.776173E-2,6.550716E-2,8.710270E-2,1.126677E-1,1.422622E-1,1.758842E-1,2.134665E-1,2.548766E-1,2.999161E-1,3.483220E-1,3.997692E-1,4.538732E-1,5.101956E-1,5.682489E-1,6.275024E-1,6.873904E-1,7.473189E-1,8.066749E-1,8.648339E-1,9.211709E-1,9.750676E-1,1.025923,1.073160,1.116239,1.154659,1.187972,1.215785,1.237769,1.253663,1.263276,1.266493
0.3,138.1954,136.5783,131.8759,124.5071,115.0867,104.3246,92.92499,81.50641,70.55294,60.39857,51.23634,43.14322,36.11082,30.07508,24.94114,20.60184,16.95003,13.88600,11.32104,9.178575,7.393797,5.912432,4.689251,3.686517,2.872580,2.220654,1.707825,1.314257,1.022580,8.174291E-1,6.850977E-1,6.132888E-1,5.909324E-1,6.080551E-1,6.556859E-1,7.257872E-1,8.112023E-1,9.056135E-1,1.003506,1.100135,1.191491,1.274266,1.345822,1.404141,1.447795,1.475899,1.488060,1.484337,1.465185,1.431408,1.384108,1.324633,1.254527,1.175485,1.089299,9.978203E-1,9.029120E-1,8.064131E-1,7.101015E-1,6.156628E-1,5.246612E-1,4.385169E-1,3.584855E-1,2.856431E-1,2.208752E-1,1.648696E-1,1.181138E-1,8.089579E-2,5.330874E-2,3.525907E-2,2.647732E-2,2.653191E-2,3.484506E-2,5.071065E-2,7.331357E-2,1.017501E-1,1.350489E-1,1.721926E-1,2.121388E-1,2.538405E-1,2.962664E-1,3.384192E-1,3.793530E-1,4.181886E-1,4.541273E-1,4.864624E-1,5.145883E-1,5.380079E-1,5.563372E-1,5.693076E-1,5.767668E-1,5.786759E-1,5.751061E-1,5.662326E-1,5.523271E-1,5.337483E-1,5.109319E-1,4.843790E-1,4.546437E-1,4.223206E-1,3.880311E-1,3.524115E-1,3.160977E-1,2.797153E-1,2.438662E-1,2.091179E-1,1.759940E-1,1.449648E-1,1.164403E-1,9.076414E-2,6.820891E-2,4.897342E-2,3.318122E-2,2.088070E-2,1.204681E-2,6.584081E-3,4.331071E-3,5.065975E-3,8.513355E-3,1.435179E-2,2.222228E-2,3.173725E-2,4.248993E-2,5.406399E-2,6.604318E-2,7.802074E-2,8.960858E-2,1.004457E-1,1.102065E-1,1.186075E-1,1.254136E-1,1.304433E-1,1.335724E-1,1.347371E-1,1.339349E-1,1.312255E-1,1.267294E-1,1.206254E-1,1.131475E-1,1.045802E-1,9.525264E-2,8.553241E-2,7.581790E-2,6.653052E-2,5.810611E-2,5.098616E-2,4.560876E-2,4.239957E-2,4.176294E-2,4.407337E-2,4.966742E-2,5.883618E-2,7.181859E-2,8.879561E-2,1.098854E-1,1.351393E-1,1.645396E-1,1.979978E-1,2.353544E-1,2.763803E-1,3.207789E-1,3.681878E-1,4.181876E-1,4.703033E-1,5.240129E-1,5.787546E-1,6.339343E-1,6.889371E-1,7.431302E-1,7.958821E-1,8.465634E-1,8.945611E-1,9.392869E-1,9.801866E-1,1.016749,1.048512,1.075073,1.096094,1.111305,1.120511,1.123592
0.35,137.9819,136.0956,130.6386,122.1739,111.5102,99.55284,87.16155,75.04846,63.72786,53.51282,44.54366,36.83129,30.30191,24.83515,20.29240,16.53542,13.43704,10.88601,8.788229,7.065776,5.654914,4.503795,3.570207,2.819594,2.223398,1.757740,1.402394,1.140001,9.554929E-1,8.356608E-1,7.688446E-1,7.447052E-1,7.540600E-1,7.887610E-1,8.416044E-1,9.062605E-1,9.772170E-1,1.049730,1.119782,1.184039,1.239810,1.285007,1.318106,1.338098,1.344452,1.337066,1.316220,1.282534,1.236916,1.180519,1.114692,1.040937,9.608636E-1,8.761468E-1,7.884882E-1,6.995783E-1,6.110620E-1,5.245076E-1,4.413795E-1,3.630141E-1,2.906002E-1,2.251620E-1,1.675478E-1,1.184215E-1,7.825799E-2,4.734289E-2,2.577505E-2,1.347294E-2,1.018378E-2,1.549546E-2,2.885085E-2,4.956414E-2,7.683886E-2,1.097871E-1,1.474495E-1,1.888164E-1,2.328473E-1,2.784931E-1,3.247142E-1,3.705003E-1,4.148877E-1,4.569753E-1,4.959395E-1,5.310458E-1,5.616599E-1,5.872554E-1,6.074199E-1,6.218586E-1,6.303961E-1,6.329734E-1,6.296492E-1,6.205906E-1,6.060686E-1,5.864489E-1,5.621820E-1,5.337923E-1,5.018656E-1,4.670360E-1,4.299731E-1,3.913676E-1,3.519179E-1,3.123169E-1,2.732388E-1,2.353269E-1,1.991825E-1,1.653546E-1,1.343308E-1,1.065301E-1,8.229629E-2,6.189414E-2,4.550588E-2,3.323022E-2,2.508257E-2,2.099701E-2,2.082962E-2,2.436333E-2,3.131395E-2,4.133750E-2,5.403839E-2,6.897853E-2,8.568703E-2,1.036704E-1,1.224230E-1,1.414375E-1,1.602155E-1,1.782772E-1,1.951712E-1,2.104836E-1,2.238459E-1,2.349419E-1,2.435143E-1,2.493690E-1,2.523792E-1,2.524875E-1,2.497068E-1,2.441199E-1,2.358782E-1,2.251981E-1,2.123572E-1,1.976887E-1,1.815752E-1,1.644412E-1,1.467450E-1,1.289699E-1,1.116151E-1,9.518620E-2,8.018524E-2,6.710130E-2,5.640095E-2,4.851917E-2,4.385083E-2,4.274278E-2,4.548683E-2,5.231361E-2,6.338747E-2,7.880264E-2,9.858039E-2,1.226676E-1,1.509365E-1,1.831859E-1,2.191435E-1,2.584691E-1,3.007600E-1,3.455562E-1,3.923477E-1,4.405821E-1,4.896727E-1,5.390080E-1,5.879612E-1,6.358997E-1,6.821955E-1,7.262348E-1,7.674276E-1,8.052182E-1,8.390920E-1,8.685860E-1,8.932947E-1,9.128769E-1,9.270615E-1,9.356518E-1,9.385286E-1
0.4,138.6372,136.4738,130.2473,120.6848,108.8102,95.73391,82.46565,69.79287,58.23627,48.06669,39.35767,32.04865,26.00237,21.04883,17.01454,13.73923,11.08354,8.930999,7.186644,5.774231,4.632979,3.714462,2.979917,2.398034,1.943226,1.594296,1.333445,1.145534,1.017551,9.382137E-1,8.976849E-1,8.873658E-1,8.997380E-1,9.282463E-1,9.672075E-1,1.011736,1.057681,1.101573,1.140574,1.172432,1.195435,1.208370,1.210476,1.201405,1.181177,1.150140,1.108922,1.058394,9.996249E-1,9.338430E-1,8.623936E-1,7.867032E-1,7.082416E-1,6.284879E-1,5.488983E-1,4.708770E-1,3.957495E-1,3.247397E-1,2.589493E-1,1.993417E-1,1.467286E-1,1.017607E-1,6.492093E-2,3.652242E-2,1.670856E-2,5.456874E-3,2.585518E-3,7.762526E-3,2.051744E-2,4.025502E-2,6.627066E-2,9.776729E-2,1.338734E-1,1.736614E-1,2.161671E-1,2.604084E-1,3.054032E-1,3.501896E-1,3.938408E-1,4.354818E-1,4.743038E-1,5.095772E-1,5.406622E-1,5.670178E-1,5.882093E-1,6.039120E-1,6.139149E-1,6.181208E-1,6.165450E-1,6.093115E-1,5.966478E-1,5.788779E-1,5.564135E-1,5.297444E-1,4.994268E-1,4.660717E-1,4.303322E-1,3.928899E-1,3.544421E-1,3.156884E-1,2.773171E-1,2.399937E-1,2.043480E-1,1.709639E-1,1.403696E-1,1.130285E-1,8.933240E-2,6.959538E-2,5.404986E-2,4.284372E-2,3.603925E-2,3.361361E-2,3.546089E-2,4.139566E-2,5.115779E-2,6.441872E-2,8.078877E-2,9.982552E-2,1.210430E-1,1.439215E-1,1.679180E-1,1.924769E-1,2.170404E-1,2.410598E-1,2.640051E-1,2.853755E-1,3.047085E-1,3.215888E-1,3.356549E-1,3.466067E-1,3.542103E-1,3.583025E-1,3.587932E-1,3.556673E-1,3.489846E-1,3.388786E-1,3.255541E-1,3.092834E-1,2.904011E-1,2.692979E-1,2.464140E-1,2.222304E-1,1.972610E-1,1.720428E-1,1.471261E-1,1.230652E-1,1.004079E-1,7.968560E-2,6.140411E-2,4.603399E-2,3.400220E-2,2.568415E-2,2.139672E-2,2.139225E-2,2.585362E-2,3.489040E-2,4.853644E-2,6.674851E-2,8.940634E-2,1.163140E-1,1.472025E-1,1.817334E-1,2.195041E-1,2.600537E-1,3.028702E-1,3.473994E-1,3.930478E-1,4.392037E-1,4.852347E-1,5.305043E-1,5.743798E-1,6.162437E-1,6.555021E-1,6.915947E-1,7.240045E-1,7.522649E-1,7.759680E-1,7.947704E-1,8.083992E-1,8.166566E-1,8.194225E-1
0.45,140.0322,137.5829,130.5692,119.9027,106.8414,92.70800,78.65379,65.52214,53.81861,43.75520,35.33019,28.41110,22.80241,18.29251,14.68147,11.79447,9.485863,7.638047,6.157863,4.972253,4.024078,3.268511,2.670105,2.200517,1.836781,1.560025,1.354551,1.207118,1.106476,1.042997,1.008401,9.955655E-1,9.983705E-1,1.011583,1.030762,1.052179,1.072752,1.089988,1.101932,1.107113,1.104504,1.093475,1.073755,1.045388,1.008693,9.642317E-1,9.127624E-1,8.552093E-1,7.926250E-1,7.261563E-1,6.570112E-1,5.864283E-1,5.156474E-1,4.458823E-1,3.782963E-1,3.139795E-1,2.539299E-1,1.990364E-1,1.500651E-1,1.076487E-1,7.227852E-2,4.430001E-2,2.391092E-2,1.116234E-2,5.962416E-3,8.082676E-3,1.716655E-2,3.274000E-2,5.422389E-2,8.094799E-2,1.121660E-1,1.470717E-1,1.848153E-1,2.245208E-1,2.653023E-1,3.062815E-1,3.466003E-1,3.854423E-1,4.220404E-1,4.556923E-1,4.857713E-1,5.117355E-1,5.331358E-1,5.496216E-1,5.609443E-1,5.669599E-1,5.676287E-1,5.630134E-1,5.532759E-1,5.386717E-1,5.195428E-1,4.963106E-1,4.694643E-1,4.395532E-1,4.071732E-1,3.729557E-1,3.375554E-1,3.016375E-1,2.658655E-1,2.308891E-1,1.973324E-1,1.657829E-1,1.367814E-1,1.108129E-1,8.829835E-2,6.958839E-2,5.495751E-2,4.460042E-2,3.862950E-2,3.707389E-2,3.988002E-2,4.691365E-2,5.796331E-2,7.274503E-2,9.090836E-2,1.120435E-1,1.356893E-1,1.613422E-1,1.884660E-1,2.165015E-1,2.448775E-1,2.730204E-1,3.003658E-1,3.263677E-1,3.505088E-1,3.723101E-1,3.913385E-1,4.072155E-1,4.196230E-1,4.283096E-1,4.330946E-1,4.338712E-1,4.306085E-1,4.233519E-1,4.122226E-1,3.974149E-1,3.791934E-1,3.578883E-1,3.338897E-1,3.076408E-1,2.796304E-1,2.503844E-1,2.204571E-1,1.904212E-1,1.608585E-1,1.323495E-1,1.054636E-1,8.074958E-2,5.872554E-2,3.987041E-2,2.461549E-2,1.333685E-2,6.348716E-3,3.897803E-3,6.158791E-3,1.323094E-2,2.513592E-2,4.181701E-2,6.313942E-2,8.889200E-2,1.187901E-1,1.524798E-1,1.895431E-1,2.295041E-1,2.718364E-1,3.159710E-1,3.613054E-1,4.072127E-1,4.530510E-1,4.981741E-1,5.419411E-1,5.837265E-1,6.229301E-1,6.589864E-1,6.913731E-1,7.196201E-1,7.433162E-1,7.621157E-1,7.757438E-1,7.840012E-1,7.867671E-1
0.5,141.9883,139.2444,131.4257,119.6485,105.4226,90.28738,75.52437,62.01390,50.22722,40.30492,32.16596,25.60865,20.38593,16.25248,12.98927,10.41270,8.374911,6.759748,5.477239,4.458087,3.648870,3.008143,2.503431,2.108966,1.804020,1.571692,1.398038,1.271433,1.182112,1.121829,1.083606,1.061543,1.050664,1.046800,1.046493,1.046913,1.045791,1.041356,1.032283,1.017647,9.968731E-1,9.697013E-1,9.361437E-1,8.964499E-1,8.510718E-1,8.006299E-1,7.458817E-1,6.876909E-1,6.269982E-1,5.647975E-1,5.020899E-1,4.398984E-1,3.792061E-1,3.209554E-1,2.660250E-1,2.152140E-1,1.692279E-1,1.286674E-1,9.401957E-2,6.565117E-2,4.380532E-2,2.860008E-2,2.002958E-2,1.796747E-2,2.217246E-2,3.229588E-2,4.789099E-2,6.842376E-2,9.328497E-2,1.218034E-1,1.532598E-1,1.869011E-1,2.219552E-1,2.576456E-1,2.932056E-1,3.278921E-1,3.609985E-1,3.918670E-1,4.198994E-1,4.445663E-1,4.654153E-1,4.820781E-1,4.942746E-1,5.018167E-1,5.046093E-1,5.026505E-1,4.960295E-1,4.849236E-1,4.695926E-1,4.503729E-1,4.276702E-1,4.019503E-1,3.737301E-1,3.435668E-1,3.120477E-1,2.797784E-1,2.473718E-1,2.154369E-1,1.845675E-1,1.553319E-1,1.282626E-1,1.038471E-1,8.251983E-2,6.465450E-2,5.055817E-2,4.046632E-2,3.453922E-2,3.285973E-2,3.543244E-2,4.218421E-2,5.296603E-2,6.755619E-2,8.566479E-2,1.069392E-1,1.309709E-1,1.573026E-1,1.854373E-1,2.148465E-1,2.449803E-1,2.752768E-1,3.051725E-1,3.341116E-1,3.615564E-1,3.869965E-1,4.099576E-1,4.300100E-1,4.467760E-1,4.599365E-1,4.692368E-1,4.744907E-1,4.755842E-1,4.724775E-1,4.652059E-1,4.538793E-1,4.386807E-1,4.198631E-1,3.977457E-1,3.727087E-1,3.451871E-1,3.156635E-1,2.846605E-1,2.527318E-1,2.204514E-1,1.884142E-1,1.572057E-1,1.274132E-1,9.960511E-2,7.432430E-2,5.207861E-2,3.333248E-2,1.849907E-2,7.933305E-3,1.925623E-3,6.969882E-4,4.394806E-3,1.309009E-2,2.677579E-2,4.536641E-2,6.869878E-2,9.653414E-2,1.285614E-1,1.644014E-1,2.036127E-1,2.456977E-1,2.901101E-1,3.362630E-1,3.835382E-1,4.312944E-1,4.788783E-1,5.256332E-1,5.709096E-1,6.140752E-1,6.545242E-1,6.916866E-1,7.250368E-1,7.541023E-1,7.784699E-1,7.977927E-1,8.117951E-1,8.202773E-1,8.231182E-1
