Wedge Number, Average DWD, Last DWD,Elastic Yield (wedge), Diffraction Efficiency, AD-WC, AD-ExpRegion, Max Dose, Dose Threshold, Abs En Threshold, TAD, Dose Contrast, Used Volume, Wedge Absorbed Energy, Dose Inefficiency, Dose Inefficiency PE
1, 0.907650, 1.802038, 129860.916731, 143073.717398, 1.726312, 1.726312, 2.655439, 1.289519, 95.000000, 1.767858, 1.502066, 100.000000, 0.000000, 253184.743029, 1198619.790742
