-5.0,-5.0,-4.3333335,8.961228,2.2408216E-5,83.55676
-5.0,-5.0,-3.6666667,8.973016,2.2437689E-5,83.66667
-5.0,-5.0,-3.0,8.983714,2.2464441E-5,83.766426
-5.0,-5.0,-2.3333333,8.993318,2.2488457E-5,83.85597
-5.0,-5.0,-1.6666666,9.0018215,2.2509721E-5,83.935265
-5.0,-5.0,-1.0,9.009224,2.252823E-5,84.00428
-5.0,-5.0,-0.33333334,9.01552,2.2543974E-5,84.06299
-5.0,-5.0,0.33333334,9.020708,2.255695E-5,84.11137
-5.0,-5.0,1.0,9.024786,2.2567145E-5,84.14939
-5.0,-5.0,1.6666666,9.027751,2.2574559E-5,84.17704
-5.0,-5.0,2.3333333,9.029606,2.2579197E-5,84.19433
-5.0,-5.0,3.0,9.030346,2.2581049E-5,84.20123
-5.0,-5.0,3.6666667,9.029976,2.2580123E-5,84.197784
-5.0,-5.0,4.3333335,9.028496,2.2576422E-5,84.18398
-5.0,-5.0,5.0,9.025903,2.2569939E-5,84.159805
-5.0,-4.3333335,-4.3333335,9.023281,2.2563381E-5,84.13536
-5.0,-4.3333335,-3.6666667,9.03515,2.259306E-5,84.246025
-5.0,-4.3333335,-3.0,9.045921,2.2619997E-5,84.346466
-5.0,-4.3333335,-2.3333333,9.055593,2.2644179E-5,84.43664
-5.0,-4.3333335,-1.6666666,9.064156,2.266559E-5,84.51648
-5.0,-4.3333335,-1.0,9.071609,2.2684228E-5,84.585976
-5.0,-4.3333335,-0.33333334,9.077948,2.270008E-5,84.64509
-5.0,-4.3333335,0.33333334,9.083173,2.2713144E-5,84.6938
-5.0,-4.3333335,1.0,9.087278,2.272341E-5,84.732086
-5.0,-4.3333335,1.6666666,9.090264,2.2730877E-5,84.759926
-5.0,-4.3333335,2.3333333,9.092132,2.2735547E-5,84.777336
-5.0,-4.3333335,3.0,9.092877,2.2737411E-5,84.78429
-5.0,-4.3333335,3.6666667,9.0925045,2.273648E-5,84.780815
-5.0,-4.3333335,4.3333335,9.091014,2.2732753E-5,84.766914
-5.0,-4.3333335,5.0,9.088403,2.2726224E-5,84.74257
-5.0,-3.6666667,-4.3333335,9.076811,2.2697235E-5,84.63448
-5.0,-3.6666667,-3.6666667,9.08875,2.272709E-5,84.745804
-5.0,-3.6666667,-3.0,9.099586,2.2754188E-5,84.84684
-5.0,-3.6666667,-2.3333333,9.109314,2.2778513E-5,84.937546
-5.0,-3.6666667,-1.6666666,9.117928,2.2800052E-5,85.01786
-5.0,-3.6666667,-1.0,9.125424,2.2818798E-5,85.08777
-5.0,-3.6666667,-0.33333334,9.131802,2.2834745E-5,85.14723
-5.0,-3.6666667,0.33333334,9.137057,2.2847888E-5,85.196236
-5.0,-3.6666667,1.0,9.141188,2.2858216E-5,85.23475
-5.0,-3.6666667,1.6666666,9.144191,2.2865726E-5,85.26275
-5.0,-3.6666667,2.3333333,9.14607,2.2870423E-5,85.280266
-5.0,-3.6666667,3.0,9.146819,2.2872298E-5,85.28726
-5.0,-3.6666667,3.6666667,9.146444,2.2871362E-5,85.28377
-5.0,-3.6666667,4.3333335,9.144945,2.2867613E-5,85.26978
-5.0,-3.6666667,5.0,9.142319,2.2861044E-5,85.2453
-5.0,-3.0,-4.3333335,9.121661,2.2809389E-5,85.05268
-5.0,-3.0,-3.6666667,9.133659,2.283939E-5,85.16455
-5.0,-3.0,-3.0,9.144548,2.286662E-5,85.26609
-5.0,-3.0,-2.3333333,9.154325,2.2891067E-5,85.35724
-5.0,-3.0,-1.6666666,9.162981,2.291271E-5,85.43796
-5.0,-3.0,-1.0,9.170515,2.2931552E-5,85.50821
-5.0,-3.0,-0.33333334,9.176924,2.2947577E-5,85.56796
-5.0,-3.0,0.33333334,9.182205,2.2960785E-5,85.61721
-5.0,-3.0,1.0,9.186356,2.2971162E-5,85.65591
-5.0,-3.0,1.6666666,9.189374,2.297871E-5,85.68405
-5.0,-3.0,2.3333333,9.191262,2.298343E-5,85.70165
-5.0,-3.0,3.0,9.192015,2.2985314E-5,85.70868
-5.0,-3.0,3.6666667,9.191639,2.2984374E-5,85.70517
-5.0,-3.0,4.3333335,9.190132,2.2980606E-5,85.691124
-5.0,-3.0,5.0,9.187493,2.2974005E-5,85.66651
-5.0,-2.3333333,-4.3333335,9.157701,2.2899509E-5,85.388725
-5.0,-2.3333333,-3.6666667,9.169746,2.292963E-5,85.50104
-5.0,-2.3333333,-3.0,9.180679,2.2956967E-5,85.602974
-5.0,-2.3333333,-2.3333333,9.190494,2.2981509E-5,85.69449
-5.0,-2.3333333,-1.6666666,9.199184,2.300324E-5,85.77552
-5.0,-2.3333333,-1.0,9.206748,2.3022154E-5,85.846054
-5.0,-2.3333333,-0.33333334,9.213182,2.3038245E-5,85.906044
-5.0,-2.3333333,0.33333334,9.218485,2.3051503E-5,85.95548
-5.0,-2.3333333,1.0,9.2226515,2.3061923E-5,85.99434
-5.0,-2.3333333,1.6666666,9.225681,2.3069499E-5,86.02259
-5.0,-2.3333333,2.3333333,9.227577,2.3074239E-5,86.04026
