KL1L1,15.680,0.04271,5.83480,1
KL1L2,9.610,0.04743,5.95021,2
KL1L3,8.950,0.08584,5.96546,3
KL1M1,10.880,0.01151,6.64806,4
KL1M2,9.730,0.00614,6.68358,5
KL1M3,9.750,0.01104,6.68549,6
KL1M4,8.480,0.00022,6.74382,7
KL1M5,8.480,0.00030,6.74403,8
KL1N1,8.480,0.00098,6.74994,9
KL2L2,3.540,0.00848,6.06562,2
KL2L3,2.880,0.20260,6.08087,3
KL2M1,4.810,0.00544,6.76347,4
KL2M2,3.660,0.00207,6.79899,5
KL2M3,3.680,0.02257,6.80090,6
KL2M4,2.410,0.00030,6.85923,7
KL2M5,2.410,0.00112,6.85944,8
KL2N1,2.410,0.00045,6.86535,9
KL3L3,2.220,0.11264,6.09612,3
KL3M1,4.150,0.00988,6.77872,4
KL3M2,3.000,0.02257,6.81424,5
KL3M3,3.020,0.02550,6.81615,6
KL3M4,1.750,0.00139,6.87448,7
KL3M5,1.750,0.00136,6.87469,8
KL3N1,1.750,0.00083,6.88060,9
KM1M1,6.080,0.00078,7.46132,4
KM1M2,4.930,0.00072,7.49684,5
KM1M3,4.950,0.00130,7.49875,6
KM1M4,3.680,0.00002,7.55708,7
KM1M5,3.680,0.00003,7.55729,8
KM1N1,3.680,0.00013,7.56320,9
KM2M2,3.780,0.00013,7.53236,5
KM2M3,3.800,0.00264,7.53427,6
KM2M4,2.530,0.00003,7.59260,7
KM2M5,2.530,0.00011,7.59281,8
KM2N1,2.530,0.00006,7.59872,9
KM3M3,3.820,0.00155,7.53618,6
KM3M4,2.550,0.00014,7.59451,7
KM3M5,2.550,0.00013,7.59472,8
KM3N1,2.550,0.00012,7.60063,9
KM4M5,1.280,0.00001,7.65305,8
KM4N1,1.280,0.00000,7.65896,9
KM5M5,1.280,0.00000,7.65326,8
KM5N1,1.280,0.00000,7.65917,9
