L3M1M1,6.620,0.00256,0.98640,4
L3M1M2,6.020,0.00188,1.04273,5
L3M1M3,6.020,0.04929,1.04879,6
L3M1M4,3.885,0.00411,1.14759,7
L3M1M5,3.886,0.00459,1.14853,8
L3M1N1,3.820,0.00051,1.19151,9
L3M1N2,3.820,0.00009,1.20268,10
L3M1N3,3.820,0.00219,1.20310,11
L3M2M2,5.420,0.00071,1.09906,5
L3M2M3,5.420,0.07816,1.10512,6
L3M2M4,3.285,0.00451,1.20392,7
L3M2M5,3.286,0.04199,1.20486,8
L3M2N1,3.220,0.00019,1.24784,9
L3M2N2,3.220,0.00007,1.25901,10
L3M2N3,3.220,0.00354,1.25943,11
L3M3M3,5.420,0.11404,1.11118,6
L3M3M4,3.285,0.09577,1.20998,7
L3M3M5,3.286,0.14566,1.21092,8
L3M3N1,3.220,0.00576,1.25390,9
L3M3N2,3.220,0.00429,1.26507,10
L3M3N3,3.220,0.01146,1.26549,11
L3M4M4,1.150,0.01152,1.30878,7
L3M4M5,1.151,0.22926,1.30972,8
L3M4N1,1.085,0.00045,1.35270,9
L3M4N2,1.085,0.00025,1.36387,10
L3M4N3,1.085,0.00416,1.36429,11
L3M5M5,1.152,0.15550,1.31066,8
L3M5N1,1.086,0.00053,1.35364,9
L3M5N2,1.086,0.00221,1.36481,10
L3M5N3,1.086,0.00673,1.36523,11
L3N1N1,1.020,0.00002,1.39662,9
L3N1N2,1.020,0.00001,1.40779,10
L3N1N3,1.020,0.00026,1.40821,11
L3N2N2,1.020,0.00000,1.41896,10
L3N2N3,1.020,0.00018,1.41938,11
L3N3N3,1.020,0.00026,1.41980,11
