L1L2M1,2.420,0.14482,0.02901,4
L1L2M2,2.280,0.07777,0.04576,5
L1L2M3,2.280,0.09332,0.04604,6
L1L2N1,2.280,0.00633,0.06529,9
L1L3M1,2.420,0.27879,0.03202,4
L1L3M2,2.280,0.08903,0.04877,5
L1L3M3,2.280,0.22639,0.04905,6
L1L3N1,2.280,0.01225,0.06830,9
L1M1M1,2.380,0.01094,0.29016,4
L1M1M2,2.240,0.01841,0.30691,5
L1M1M3,2.240,0.03641,0.30719,6
L1M1N1,2.240,0.00097,0.32644,9
L1M2M2,2.100,0.00044,0.32366,5
L1M2M3,2.100,0.00016,0.32394,6
L1M2N1,2.100,0.00072,0.34319,9
L1M3M3,2.100,0.00101,0.32422,6
L1M3N1,2.100,0.00143,0.34347,9
