L2M1M1,5.770,0.00662,0.47781,4
L2M1M2,4.570,0.12071,0.50830,5
L2M1M3,4.570,0.00965,0.50961,6
L2M1M4,3.370,0.00357,0.55854,7
L2M1M5,3.370,0.00589,0.55867,8
L2M1N1,3.370,0.00105,0.56314,9
L2M2M2,3.370,0.10240,0.53879,5
L2M2M3,3.370,0.35640,0.54010,6
L2M2M4,2.170,0.06066,0.58903,7
L2M2M5,2.170,0.11832,0.58916,8
L2M2N1,2.170,0.01119,0.59363,9
L2M3M3,3.370,0.00989,0.54141,6
L2M3M4,2.170,0.06987,0.59034,7
L2M3M5,2.170,0.01074,0.59047,8
L2M3N1,2.170,0.00079,0.59494,9
L2M4M4,0.970,0.01833,0.63927,7
L2M4M5,0.970,0.08385,0.63940,8
L2M4N1,0.970,0.00028,0.64387,9
L2M5M5,0.970,0.00476,0.63953,8
L2M5N1,0.970,0.00051,0.64400,9
