L3M1M1,5.740,0.00271,0.92426,4
L3M1M2,5.590,0.00198,0.97733,5
L3M1M3,5.590,0.05191,0.98250,6
L3M1M4,3.398,0.00423,1.07496,7
L3M1M5,3.400,0.00479,1.07573,8
L3M1N1,3.340,0.00050,1.10842,9
L3M1N2,3.340,0.00007,1.11816,10
L3M1N3,3.340,0.00158,1.11847,11
L3M2M2,5.440,0.00074,1.03040,5
L3M2M3,5.440,0.08182,1.03557,6
L3M2M4,3.248,0.00455,1.12803,7
L3M2M5,3.250,0.04256,1.12880,8
L3M2N1,3.190,0.00019,1.16149,9
L3M2N2,3.190,0.00005,1.17123,10
L3M2N3,3.190,0.00254,1.17154,11
L3M3M3,5.440,0.11951,1.04074,6
L3M3M4,3.248,0.09746,1.13320,7
L3M3M5,3.250,0.14795,1.13397,8
L3M3N1,3.190,0.00565,1.16666,9
L3M3N2,3.190,0.00305,1.17640,10
L3M3N3,3.190,0.00819,1.17671,11
L3M4M4,1.056,0.01136,1.22566,7
L3M4M5,1.058,0.22690,1.22643,8
L3M4N1,0.998,0.00043,1.25912,9
L3M4N2,0.998,0.00017,1.26886,10
L3M4N3,0.998,0.00290,1.26917,11
L3M5M5,1.060,0.15378,1.22720,8
L3M5N1,1.000,0.00051,1.25989,9
L3M5N2,1.000,0.00152,1.26963,10
L3M5N3,1.000,0.00467,1.26994,11
L3N1N1,0.940,0.00002,1.29258,9
L3N1N2,0.940,0.00001,1.30232,10
L3N1N3,0.940,0.00017,1.30263,11
L3N2N3,0.940,0.00008,1.31237,11
L3N3N3,0.940,0.00011,1.31268,11
