L1L2M4,4.915,0.05594,0.09539,7,2
L1L2M5,4.916,0.08948,0.09633,8,2
L1L2N1,4.850,0.00893,0.13931,9,2
L1L2N2,4.850,0.00315,0.15048,10,2
L1L2N3,4.850,0.00440,0.15090,11,2
L1L3M2,7.020,0.07604,0.03313,5,3
L1L3M3,7.020,0.15820,0.03919,6,3
L1L3M4,4.885,0.16023,0.13799,7,3
L1L3M5,4.886,0.22838,0.13893,8,3
L1L3N1,4.820,0.01517,0.18191,9,3
L1L3N2,4.820,0.00364,0.19308,10,3
L1L3N3,4.820,0.00772,0.19350,11,3
L1M1M1,9.400,0.00822,1.18930,4,4
L1M1M2,8.800,0.01550,1.24563,5,4
L1M1M3,8.800,0.02991,1.25169,6,4
L1M1M4,6.665,0.02033,1.35049,7,4
L1M1M5,6.666,0.02970,1.35143,8,4
L1M1N1,6.600,0.00170,1.39441,9,4
L1M1N2,6.600,0.00087,1.40558,10,4
L1M1N3,6.600,0.00168,1.40600,11,4
L1M2M2,8.200,0.00018,1.30196,5,5
L1M2M3,8.200,0.00061,1.30802,6,5
L1M2M4,6.065,0.00034,1.40682,7,5
L1M2M5,6.066,0.00642,1.40776,8,5
L1M2N1,6.000,0.00138,1.45074,9,5
L1M2N2,6.000,0.00002,1.46191,10,5
L1M2N3,6.000,0.00003,1.46233,11,5
L1M3M3,8.200,0.00082,1.31408,6,6
L1M3M4,6.065,0.00689,1.41288,7,6
L1M3M5,6.066,0.00488,1.41382,8,6
L1M3N1,6.000,0.00294,1.45680,9,6
L1M3N2,6.000,0.00004,1.46797,10,6
L1M3N3,6.000,0.00008,1.46839,11,6
L1M4M4,3.930,0.00079,1.51168,7,7
L1M4M5,3.931,0.03676,1.51262,8,7
L1M4N1,3.865,0.00173,1.55560,9,7
L1M4N2,3.865,0.00002,1.56677,10,7
L1M4N3,3.865,0.00034,1.56719,11,7
L1M5M5,3.932,0.01020,1.51356,8,8
L1M5N1,3.866,0.00254,1.55654,9,8
L1M5N2,3.866,0.00035,1.56771,10,8
L1M5N3,3.866,0.00025,1.56813,11,8
L1N1N1,3.800,0.00008,1.59952,9,9
L1N1N2,3.800,0.00008,1.61069,10,9
L1N1N3,3.800,0.00015,1.61111,11,9
L1N2N3,3.800,0.00000,1.62228,11,10
L1N3N3,3.800,0.00000,1.62270,11,11
