L1L2M2,8.440,0.04784,0.04707,5
L1L2M3,8.340,0.06922,0.04971,6
L1L2M4,6.540,0.04648,0.11748,7
L1L2M5,6.540,0.07464,0.11777,8
L1L2N1,6.540,0.00199,0.12046,9
L1L3M1,8.310,0.10736,0.02735,4
L1L3M2,8.010,0.05888,0.06811,5
L1L3M3,7.910,0.12594,0.07075,6
L1L3M4,6.110,0.11417,0.13852,7
L1L3M5,6.110,0.16218,0.13881,8
L1L3N1,6.110,0.00357,0.14150,9
L1M1M1,9.900,0.01127,0.84358,4
L1M1M2,9.600,0.02043,0.88434,5
L1M1M3,9.500,0.03971,0.88698,6
L1M1M4,7.700,0.02103,0.95475,7
L1M1M5,7.700,0.03080,0.95504,8
L1M1N1,7.700,0.00068,0.95773,9
L1M2M2,9.300,0.00030,0.92510,5
L1M2M3,9.200,0.00069,0.92774,6
L1M2M4,7.400,0.00034,0.99551,7
L1M2M5,7.400,0.00665,0.99580,8
L1M2N1,7.400,0.00059,0.99849,9
L1M3M3,9.100,0.00108,0.93038,6
L1M3M4,7.300,0.00713,0.99815,7
L1M3M5,7.300,0.00509,0.99844,8
L1M3N1,7.300,0.00118,1.00113,9
L1M4M4,5.500,0.00056,1.06592,7
L1M4M5,5.500,0.02869,1.06621,8
L1M4N1,5.500,0.00052,1.06890,9
L1M5M5,5.500,0.00831,1.06650,8
L1M5N1,5.500,0.00080,1.06919,9
