L1L2M2,8.890,0.05501,0.04141,5
L1L2M3,8.890,0.07489,0.04272,6
L1L2M4,7.690,0.03863,0.09165,7
L1L2M5,7.690,0.06343,0.09178,8
L1L2N1,7.690,0.00697,0.09625,9
L1L3M1,9.480,0.14114,0.02167,4
L1L3M2,8.280,0.06796,0.05216,5
L1L3M3,8.280,0.15517,0.05347,6
L1L3M4,7.080,0.09027,0.10240,7
L1L3M5,7.080,0.12774,0.10253,8
L1L3N1,7.080,0.01291,0.10700,9
L1M1M1,11.520,0.01518,0.58131,4
L1M1M2,10.320,0.02729,0.61180,5
L1M1M3,10.320,0.05353,0.61311,6
L1M1M4,9.120,0.01371,0.66204,7
L1M1M5,9.120,0.02026,0.66217,8
L1M1N1,9.120,0.00250,0.66664,9
L1M2M2,9.120,0.00045,0.64229,5
L1M2M3,9.120,0.00064,0.64360,6
L1M2M4,7.920,0.00020,0.69253,7
L1M2M5,7.920,0.00363,0.69266,8
L1M2N1,7.920,0.00192,0.69713,9
L1M3M3,9.120,0.00125,0.64491,6
L1M3M4,7.920,0.00375,0.69384,7
L1M3M5,7.920,0.00273,0.69397,8
L1M3N1,7.920,0.00360,0.69844,9
L1M4M4,6.720,0.00017,0.74277,7
L1M4M5,6.720,0.00896,0.74290,8
L1M4N1,6.720,0.00097,0.74737,9
L1M5M5,6.720,0.00241,0.74303,8
L1M5N1,6.720,0.00140,0.74750,9
