M3M4M4,2.330,0.02315,0.03389,7,7
M3M4M5,2.331,0.36071,0.03483,8,7
M3M4N1,2.265,0.01796,0.07781,9,7
M3M4N2,2.265,0.00628,0.08898,10,7
M3M4N3,2.265,0.05900,0.08940,11,7
M3M5M5,2.332,0.28605,0.03577,8,8
M3M5N1,2.266,0.08701,0.07875,9,8
M3M5N2,2.266,0.04295,0.08992,10,8
M3M5N3,2.266,0.11095,0.09034,11,8
M3N1N1,2.200,0.00009,0.12173,9,9
M3N1N2,2.200,0.00012,0.13290,10,9
M3N1N3,2.200,0.00263,0.13332,11,9
M3N2N2,2.200,0.00001,0.14407,10,10
M3N2N3,2.200,0.00135,0.14449,11,10
M3N3N3,2.200,0.00164,0.14491,11,11
