M1M2M4,5.065,0.03965,0.00000,7,5
M1M2M5,5.066,0.00342,0.00000,8,5
M1M2N1,5.000,0.09326,0.03534,9,5
M1M2N2,5.000,0.03538,0.04651,10,5
M1M2N3,5.000,0.08381,0.04693,11,5
M1M3M4,5.065,0.01684,0.00000,7,6
M1M3M5,5.066,0.08765,0.00000,8,6
M1M3N1,5.000,0.16645,0.04140,9,6
M1M3N2,5.000,0.08209,0.05257,10,6
M1M3N3,5.000,0.13166,0.05299,11,6
M1M4M4,2.930,0.01014,0.09628,7,7
M1M4M5,2.931,0.03093,0.09722,8,7
M1M4N1,2.865,0.06527,0.14020,9,7
M1M4N2,2.865,0.00455,0.15137,10,7
M1M4N3,2.865,0.00395,0.15179,11,7
M1M5M5,2.932,0.02190,0.09816,8,8
M1M5N1,2.866,0.09686,0.14114,9,8
M1M5N2,2.866,0.00202,0.15231,10,8
M1M5N3,2.866,0.00974,0.15273,11,8
M1N1N1,2.800,0.00451,0.18412,9,9
M1N1N2,2.800,0.00301,0.19529,10,9
M1N1N3,2.800,0.00570,0.19571,11,9
M1N2N2,2.800,0.00012,0.20646,10,10
M1N2N3,2.800,0.00070,0.20688,11,10
M1N3N3,2.800,0.00031,0.20730,11,11
