KL1L1,3.122,0.0679961,2.00396,1,1
KL1L2,1.912,0.0739684,2.0572,2,1
KL1L3,1.912,0.143069,2.05853,3,1
KL1M1,1.822,0.0142819,2.20898,4,1
KL1M2,1.822,0.00423283,2.21959,5,1
KL1M3,1.822,0.00817425,2.21968,6,1
KL2L2,0.702,0.0131472,2.11044,2,2
KL2L3,0.702,0.331099,2.11177,3,2
KL2M1,0.612,0.00696216,2.26222,4,2
KL2M2,0.612,0.00145266,2.27283,5,2
KL2M3,0.612,0.0170618,2.27292,6,2
KL3L3,0.654,0.188236,2.1131,3,3
KL3M1,0.612,0.0132869,2.26355,4,3
KL3M2,0.612,0.0170457,2.27416,5,3
KL3M3,0.612,0.0196027,2.27425,6,3
KM1M1,0.522,0.000744545,2.414,4,4
KM1M2,0.522,0.000395703,2.42461,5,4
KM1M3,0.522,0.000760167,2.4247,6,4
KM2M2,0.522,3.64E-05,2.43522,5,5
KM2M3,0.522,0.000796592,2.43531,6,5
KM3M3,0.522,0.000458163,2.4354,6,6
