L2M1M1,5.930,0.00485,0.58816,4,4
L2M1M2,4.780,0.08931,0.62368,5,4
L2M1M3,4.800,0.00733,0.62559,6,4
L2M1M4,3.530,0.00333,0.68392,7,4
L2M1M5,3.530,0.00642,0.68413,8,4
L2M1N1,3.530,0.00072,0.69004,9,4
L2M2M2,3.630,0.07677,0.65920,5,5
L2M2M3,3.650,0.26546,0.66111,6,5
L2M2M4,2.380,0.06599,0.71944,7,5
L2M2M5,2.380,0.12709,0.71965,8,5
L2M2N1,2.380,0.00765,0.72556,9,5
L2M3M3,3.670,0.00737,0.66302,6,6
L2M3M4,2.400,0.07765,0.72135,7,6
L2M3M5,2.400,0.01166,0.72156,8,6
L2M3N1,2.400,0.00055,0.72747,9,6
L2M4M4,1.130,0.04183,0.77968,7,7
L2M4M5,1.130,0.19052,0.77989,8,7
L2M4N1,1.130,0.00032,0.78580,9,7
L2M5M5,1.130,0.00799,0.78010,8,8
L2M5N1,1.130,0.00052,0.78601,9,8
