L2M1M1,7.8,0.00572017,0.53153,4
L2M1M2,5.61,0.104744,0.5645,5
L2M1M3,5.56,0.00848542,0.56609,6
L2M1M4,4.1,0.00352272,0.61963,7
L2M1M5,4.1,0.00629489,0.6198,8
L2M1N1,4.1,0.000872234,0.62501,9
L2M2M2,3.42,0.089164,0.59747,5
L2M2M3,3.37,0.309321,0.59906,6
L2M2M4,1.91,0.0645901,0.6526,7
L2M2M5,1.91,0.12512,0.65277,8
L2M2N1,1.91,0.00930123,0.65798,9
L2M3M3,3.32,0.008614,0.60065,6
L2M3M4,1.86,0.0755051,0.65419,7
L2M3M5,1.86,0.01146,0.65436,8
L2M3N1,1.86,0.000669397,0.65957,9
L2M4M4,0.4,0.0294353,0.70773,7
L2M4M5,0.4,0.134354,0.7079,8
L2M4N1,0.4,0.000310265,0.71311,9
L2M5M5,0.4,0.00645717,0.70807,8
L2M5N1,0.4,0.000527395,0.71328,9
