KL1L1,0.061,0.413609,0.25589
KL1L2,0.061,0.13619,0.26446
KL1L3,0.061,0.271099,0.26447
KL2L2,0.061,0.00420748,0.27303
KL2L3,0.061,0.110012,0.27304
KL3L3,0.061,0.0632008,0.27305
