KL1L1,0.071,0.265388,0.35865
KL1L2,0.071,0.129999,0.37025
KL1L3,0.071,0.258276,0.37027
KL2L2,0.071,0.0015943,0.38185
KL2L3,0.071,0.212711,0.38187
KL3L3,0.071,0.12219,0.38189
