L2L3N1,2.070,0.02227,0.02161,9,3
L2L3N2,2.070,0.03639,0.03278,10,3
L2L3N3,2.070,0.01455,0.03320,11,3
L2M1M1,6.650,0.00235,1.02900,4,4
L2M1M2,6.050,0.04582,1.08533,5,4
L2M1M3,6.050,0.00407,1.09139,6,4
L2M1M4,3.915,0.00227,1.19019,7,4
L2M1M5,3.916,0.00589,1.19113,8,4
L2M1N1,3.850,0.00046,1.23411,9,4
L2M1N2,3.850,0.00204,1.24528,10,4
L2M1N3,3.850,0.00021,1.24570,11,4
L2M2M2,5.450,0.04169,1.14166,5,5
L2M2M3,5.450,0.14078,1.14772,6,5
L2M2M4,3.315,0.06334,1.24652,7,5
L2M2M5,3.316,0.11793,1.24746,8,5
L2M2N1,3.250,0.00540,1.29044,9,5
L2M2N2,3.250,0.00424,1.30161,10,5
L2M2N3,3.250,0.00777,1.30203,11,5
L2M3M3,5.450,0.00389,1.15378,6,6
L2M3M4,3.315,0.07770,1.25258,7,6
L2M3M5,3.316,0.01102,1.25352,8,6
L2M3N1,3.250,0.00042,1.29650,9,6
L2M3N2,3.250,0.00641,1.30767,10,6
L2M3N3,3.250,0.00038,1.30809,11,6
L2M4M4,1.180,0.06170,1.35138,7,7
L2M4M5,1.181,0.27642,1.35232,8,7
L2M4N1,1.115,0.00028,1.39530,9,7
L2M4N2,1.115,0.00282,1.40647,10,7
L2M4N3,1.115,0.00409,1.40689,11,7
L2M5M5,1.182,0.01331,1.35326,8,8
L2M5N1,1.116,0.00063,1.39624,9,8
L2M5N2,1.116,0.00501,1.40741,10,8
L2M5N3,1.116,0.00055,1.40783,11,8
L2N1N1,1.050,0.00002,1.43922,9,9
L2N1N2,1.050,0.00024,1.45039,10,9
L2N1N3,1.050,0.00002,1.45081,11,9
L2N2N2,1.050,0.00010,1.46156,10,10
L2N2N3,1.050,0.00032,1.46198,11,10
L2N3N3,1.050,0.00001,1.46240,11,11
