KL1L1,2.230,0.07480,1.52540,1,1
KL1L2,1.380,0.08012,1.56828,2,1
KL1L3,1.380,0.15613,1.56897,3,1
KL1M1,1.330,0.01411,1.66332,4,1
KL1M2,1.330,0.00196,1.67040,5,1
KL1M3,1.330,0.00382,1.67043,6,1
KL2L2,0.530,0.01399,1.61116,2,2
KL2L3,0.530,0.35641,1.61185,3,2
KL2M1,0.480,0.00676,1.70620,4,2
KL2M2,0.480,0.00066,1.71328,5,2
KL2M3,0.480,0.00798,1.71331,6,2
KL3L3,0.530,0.20310,1.61254,3,3
KL3M1,0.480,0.01320,1.70689,4,3
KL3M2,0.480,0.00796,1.71397,5,3
KL3M3,0.480,0.00917,1.71400,6,3
KM1M1,0.430,0.00066,1.80124,4,4
KM1M2,0.430,0.00017,1.80832,5,4
KM1M3,0.430,0.00033,1.80835,6,4
KM2M2,0.430,0.00001,1.81540,5,5
KM2M3,0.430,0.00011,1.81543,6,5
KM3M3,0.430,0.00006,1.81546,6,6
