L1L2M2,8.680,0.04874,0.04104,5
L1L2M3,8.680,0.06931,0.04331,6
L1L2M4,7.380,0.04414,0.10660,7
L1L2M5,7.380,0.07153,0.10686,8
L1L2N1,7.380,0.00515,0.11343,9
L1L3M1,9.230,0.11486,0.02084,4
L1L3M2,8.230,0.06044,0.05900,5
L1L3M3,8.230,0.13210,0.06127,6
L1L3M4,6.930,0.10740,0.12456,7
L1L3M5,6.930,0.15251,0.12482,8
L1L3N1,6.930,0.00925,0.13139,9
L1M1M1,11.000,0.01234,0.76922,4
L1M1M2,10.000,0.02236,0.80738,5
L1M1M3,10.000,0.04361,0.80965,6
L1M1M4,8.700,0.01912,0.87294,7
L1M1M5,8.700,0.02811,0.87320,8
L1M1N1,8.700,0.00181,0.87977,9
L1M2M2,9.000,0.00033,0.84554,5
L1M2M3,9.000,0.00067,0.84781,6
L1M2M4,7.700,0.00029,0.91110,7
L1M2M5,7.700,0.00560,0.91136,8
L1M2N1,7.700,0.00145,0.91793,9
L1M3M3,9.000,0.00107,0.85008,6
L1M3M4,7.700,0.00584,0.91337,7
L1M3M5,7.700,0.00419,0.91363,8
L1M3N1,7.700,0.00281,0.92020,9
L1M4M4,6.400,0.00046,0.97666,7
L1M4M5,6.400,0.02359,0.97692,8
L1M4N1,6.400,0.00126,0.98349,9
L1M5M5,6.400,0.00618,0.97718,8
L1M5N1,6.400,0.00176,0.98375,9
