L3M1M1,5.010,0.00373,0.69497,4
L3M1M2,4.710,0.00260,0.73573,5
L3M1M3,4.610,0.06941,0.73837,6
L3M1M4,2.810,0.00467,0.80614,7
L3M1M5,2.810,0.00573,0.80643,8
L3M1N1,2.810,0.00022,0.80912,9
L3M2M2,4.410,0.00098,0.77649,5
L3M2M3,4.310,0.10547,0.77913,6
L3M2M4,2.510,0.00455,0.84690,7
L3M2M5,2.510,0.04336,0.84719,8
L3M2N1,2.510,0.00008,0.84988,9
L3M3M3,4.210,0.15485,0.78177,6
L3M3M4,2.410,0.10164,0.84954,7
L3M3M5,2.410,0.15247,0.84983,8
L3M3N1,2.410,0.00234,0.85252,9
L3M4M4,0.610,0.00972,0.91731,7
L3M4M5,0.610,0.19656,0.91760,8
L3M4N1,0.610,0.00015,0.92029,9
L3M5M5,0.610,0.13248,0.91789,8
L3M5N1,0.610,0.00019,0.92058,9
