M1M2M4,4.708,0.04903,0.00175,7
M1M2M5,4.710,0.02175,0.00252,8
M1M2N1,4.650,0.09199,0.03521,9
M1M2N2,4.650,0.02339,0.04495,10
M1M2N3,4.650,0.05720,0.04526,11
M1M3M4,4.708,0.05866,0.00692,7
M1M3M5,4.710,0.13609,0.00769,8
M1M3N1,4.650,0.16539,0.04038,9
M1M3N2,4.650,0.05624,0.05012,10
M1M3N3,4.650,0.08984,0.05043,11
M1M4M4,2.516,0.00930,0.09938,7
M1M4M5,2.518,0.03882,0.10015,8
M1M4N1,2.458,0.06468,0.13284,9
M1M4N2,2.458,0.00306,0.14258,10
M1M4N3,2.458,0.00275,0.14289,11
M1M5M5,2.520,0.02272,0.10092,8
M1M5N1,2.460,0.09600,0.13361,9
M1M5N2,2.460,0.00145,0.14335,10
M1M5N3,2.460,0.00664,0.14366,11
M1N1N1,2.400,0.00206,0.16630,9
M1N1N2,2.400,0.00095,0.17604,10
M1N1N3,2.400,0.00180,0.17635,11
M1N2N3,2.400,0.00007,0.18609,11
M1N3N3,2.400,0.00005,0.18640,11
