L2L3N1,1.890,0.02261,0.01954,9
L2L3N2,1.890,0.02657,0.02928,10
L2L3N3,1.890,0.01073,0.02959,11
L2M1M1,5.750,0.00254,0.96166,4
L2M1M2,5.600,0.04893,1.01473,5
L2M1M3,5.600,0.00431,1.01990,6
L2M1M4,3.408,0.00241,1.11236,7
L2M1M5,3.410,0.00613,1.11313,8
L2M1N1,3.350,0.00047,1.14582,9
L2M1N2,3.350,0.00148,1.15556,10
L2M1N3,3.350,0.00015,1.15587,11
L2M2M2,5.450,0.04414,1.06780,5
L2M2M3,5.450,0.14953,1.07297,6
L2M2M4,3.258,0.06520,1.16543,7
L2M2M5,3.260,0.12196,1.16620,8
L2M2N1,3.200,0.00535,1.19889,9
L2M2N2,3.200,0.00305,1.20863,10
L2M2N3,3.200,0.00559,1.20894,11
L2M3M3,5.450,0.00414,1.07814,6
L2M3M4,3.258,0.07967,1.17060,7
L2M3M5,3.260,0.01138,1.17137,8
L2M3N1,3.200,0.00042,1.20406,9
L2M3N2,3.200,0.00465,1.21380,10
L2M3N3,3.200,0.00028,1.21411,11
L2M4M4,1.066,0.06183,1.26306,7
L2M4M5,1.068,0.27767,1.26383,8
L2M4N1,1.008,0.00027,1.29652,9
L2M4N2,1.008,0.00198,1.30626,10
L2M4N3,1.008,0.00284,1.30657,11
L2M5M5,1.070,0.01341,1.26460,8
L2M5N1,1.010,0.00061,1.29729,9
L2M5N2,1.010,0.00355,1.30703,10
L2M5N3,1.010,0.00039,1.30734,11
L2N1N1,0.950,0.00002,1.32998,9
L2N1N2,0.950,0.00016,1.33972,10
L2N1N3,0.950,0.00001,1.34003,11
L2N2N2,0.950,0.00004,1.34946,10
L2N2N3,0.950,0.00014,1.34977,11
L2N3N3,0.950,0.00000,1.35008,11
