L3M1M1,5.130,0.00426,0.62974,4,4
L3M1M2,4.130,0.00297,0.66790,5,4
L3M1M3,4.130,0.07986,0.67017,6,4
L3M1M4,2.830,0.00442,0.73346,7,4
L3M1M5,2.830,0.00562,0.73372,8,4
L3M1N1,2.830,0.00060,0.74029,9,4
L3M2M2,3.130,0.00113,0.70606,5,5
L3M2M3,3.130,0.12164,0.70833,6,5
L3M2M4,1.830,0.00432,0.77162,7,5
L3M2M5,1.830,0.04136,0.77188,8,5
L3M2N1,1.830,0.00022,0.77845,9,5
L3M3M3,3.130,0.17921,0.71060,6,6
L3M3M4,1.830,0.09756,0.77389,7,6
L3M3M5,1.830,0.14654,0.77415,8,6
L3M3N1,1.830,0.00656,0.78072,9,6
L3M4M4,0.530,0.00831,0.83718,7,7
L3M4M5,0.530,0.16845,0.83744,8,7
L3M4N1,0.530,0.00038,0.84401,9,7
L3M5M5,0.530,0.11858,0.83770,8,8
L3M5N1,0.530,0.00052,0.84427,9,8
