M2M4M4,2.330,0.12573,0.03995,7,7
M2M4M5,2.331,0.57196,0.04089,8,7
M2M4N1,2.265,0.07715,0.08387,9,7
M2M4N2,2.265,0.04462,0.09504,10,7
M2M4N3,2.265,0.06670,0.09546,11,7
M2M5M5,2.332,0.01883,0.04183,8,8
M2M5N1,2.266,0.01240,0.08481,9,8
M2M5N2,2.266,0.07051,0.09598,10,8
M2M5N3,2.266,0.00681,0.09640,11,8
M2N1N1,2.200,0.00013,0.12779,9,9
M2N1N2,2.200,0.00223,0.13896,10,9
M2N1N3,2.200,0.00024,0.13938,11,9
M2N2N2,2.200,0.00033,0.15013,10,10
M2N2N3,2.200,0.00219,0.15055,11,10
M2N3N3,2.200,0.00005,0.15097,11,11
