KL1L1,6.666,0.04470369,5.39748,1
KL1L2,4.306,0.0496309,5.50689,2
KL1L3,4.316,0.0905528,5.51975,3
KL1M1,7.606,0.012001,6.13943,4
KL1M2,5.416,0.00637861,6.1724,5
KL1M3,5.366,0.01157,6.17399,6
KL1M4,3.906,0.000185335,6.22753,7
KL1M5,3.906,0.000257546,6.2277,8
KL1N1,3.906,0.00106145,6.23291,9
KL2L2,1.946,0.00891045,5.6163,2
KL2L3,1.956,0.213819,5.62916,3
KL2M1,5.246,0.0056804,6.24884,4
KL2M2,3.056,0.00215909,6.28181,5
KL2M3,3.006,0.0236911,6.2834,6
KL2M4,1.546,0.00025754,6.33694,7
KL2M5,1.546,0.000960385,6.33711,8
KL2N1,1.546,0.000493427,6.34232,9
KL3L3,1.966,0.119207,5.64202,3
KL3M1,5.256,0.0104085,6.2617,4
KL3M2,3.066,0.0236893,6.29467,5
KL3M3,3.016,0.0268353,6.29303,6
KL3M4,1.556,0.00119389,6.3498,7
KL3M5,1.556,0.00117463,6.34997,8
KL3N1,1.556,0.000902593,6.35518,9
KM1M1,8.546,0.000802277,6.88138,4
KM1M2,6.356,0.000739263,6.91435,5
KM1M3,6.306,0.00134525,6.91594,6
KM1M4,4.846,1.93914E-05,6.96948,7
KM1M5,4.846,2.66629E-05,6.96935,8
KM1N1,4.846,0.000140581,6.97486,9
KM2M2,4.166,0.000128144,6.94732,5
KM2M3,4.116,0.00271062,6.4891,6
KM2M4,2.656,2.21776E-05,7.00245,7
KM2M5,2.656,8.87081E-05,7.00262,8
KM2N1,2.656,6.40678E-05,7.00783,9
KM3M3,4.066,0.00458655,6.9505,6
KM3M4,2.606,0.000116223,7.00404,7
KM3M5,2.606,0.000111167,7.00421,8
KM3N1,2.606,0.000121269,7.00942,9
KM4M5,1.146,3.85858E-06,7.05775,8
KM4N1,1.146,3.85858E-06,7.06296,9
KM5N1,1.146,3.51272E-06,7.06313,9
