KL1L1,9.880,0.02862,9.33600,1
KL1L2,7.130,0.03194,9.49630,2
KL1L3,7.100,0.05394,9.53890,3
KL1M1,8.880,0.00827,10.75140,4
KL1M2,8.280,0.00462,10.80770,5
KL1M3,8.280,0.00775,10.81380,6
KL1M4,6.145,0.00032,10.91260,7
KL1M5,6.146,0.00042,10.91350,8
KL1N1,6.080,0.00096,10.95650,9
KL1N2,6.080,0.00026,10.96770,10
KL1N3,6.080,0.00044,10.96810,11
KL2L2,4.380,0.00544,9.65660,2
KL2L3,4.350,0.12605,9.69920,3
KL2M1,6.130,0.00387,10.91170,4
KL2M2,5.530,0.00146,10.96800,5
KL2M3,5.530,0.01546,10.97410,6
KL2M4,3.395,0.00043,11.07290,7
KL2M5,3.396,0.00158,11.07380,8
KL2N1,3.330,0.00044,11.11680,9
KL2N2,3.330,0.00008,11.12800,10
KL2N3,3.330,0.00085,11.12840,11
KL3L3,4.320,0.06859,9.74180,3
KL3M1,6.100,0.00657,10.95430,4
KL3M2,5.500,0.01543,11.01060,5
KL3M3,5.500,0.01714,11.01670,6
KL3M4,3.365,0.00195,11.11550,7
KL3M5,3.366,0.00188,11.11640,8
KL3N1,3.300,0.00074,11.15940,9
KL3N2,3.300,0.00086,11.17060,10
KL3N3,3.300,0.00095,11.17100,11
KM1M1,7.880,0.00061,12.16680,4
KM1M2,7.280,0.00058,12.22310,5
KM1M3,7.280,0.00097,12.22920,6
KM1M4,5.145,0.00004,12.32800,7
KM1M5,5.146,0.00005,12.32890,8
KM1N1,5.080,0.00014,12.37190,9
KM1N2,5.080,0.00003,12.38310,10
KM1N3,5.080,0.00005,12.38350,11
KM2M2,6.680,0.00010,12.27950,5
KM2M3,6.680,0.00200,12.28550,6
KM2M4,4.545,0.00004,12.38430,7
KM2M5,4.546,0.00016,12.38530,8
KM2N1,4.480,0.00007,12.42820,9
KM2N2,4.480,0.00001,12.43940,10
KM2N3,4.480,0.00011,12.43980,11
KM3M3,6.680,0.00115,12.29160,6
KM3M4,4.545,0.00021,12.39040,7
KM3M5,4.546,0.00020,12.39130,8
KM3N1,4.480,0.00012,12.43430,9
KM3N2,4.480,0.00011,12.44550,10
KM3N3,4.480,0.00013,12.44590,11
KM4M5,2.411,0.00002,12.49010,8
KM4N1,2.345,0.00000,12.53310,9
KM4N2,2.345,0.00000,12.54430,10
KM4N3,2.345,0.00001,12.54470,11
KM5M5,2.412,0.00000,12.49110,8
KM5N1,2.346,0.00001,12.53400,9
KM5N2,2.346,0.00001,12.54520,10
KM5N3,2.346,0.00001,12.54560,11
KN1N1,2.280,0.00001,12.57700,9
KN1N2,2.280,0.00000,12.58820,10
KN1N3,2.280,0.00001,12.58860,11
KN2N3,2.280,0.00001,12.59980,11
KN3N3,2.280,0.00000,12.60020,11
