L1L2M4,4.808,0.05860,0.10218,7,2
L1L2M5,4.810,0.09401,0.10295,8,2
L1L2N1,4.750,0.00829,0.13564,9,2
L1L2N2,4.750,0.00212,0.14538,10,2
L1L2N3,4.750,0.00296,0.14569,11,2
L1L3M2,6.990,0.07545,0.04195,5,3
L1L3M3,6.990,0.15982,0.04712,6,3
L1L3M4,4.798,0.15950,0.13958,7,3
L1L3M5,4.800,0.22752,0.14035,8,3
L1L3N1,4.740,0.01428,0.17304,9,3
L1L3N2,4.740,0.00248,0.18278,10,3
L1L3N3,4.740,0.00531,0.18309,11,3
L1M1M1,8.600,0.00865,1.11516,4,4
L1M1M2,8.450,0.01620,1.16823,5,4
L1M1M3,8.450,0.03132,1.17340,6,4
L1M1M4,6.258,0.02059,1.26586,7,4
L1M1M5,6.260,0.03011,1.26663,8,4
L1M1N1,6.200,0.00166,1.29932,9,4
L1M1N2,6.200,0.00062,1.30906,10,4
L1M1N3,6.200,0.00119,1.30937,11,4
L1M2M2,8.300,0.00019,1.22130,5,5
L1M2M3,8.300,0.00062,1.22647,6,5
L1M2M4,6.108,0.00034,1.31893,7,5
L1M2M5,6.110,0.00643,1.31970,8,5
L1M2N1,6.050,0.00135,1.35239,9,5
L1M2N2,6.050,0.00001,1.36213,10,5
L1M2N3,6.050,0.00002,1.36244,11,5
L1M3M3,8.300,0.00085,1.23164,6,6
L1M3M4,6.108,0.00699,1.32410,7,6
L1M3M5,6.110,0.00496,1.32487,8,6
L1M3N1,6.050,0.00288,1.35756,9,6
L1M3N2,6.050,0.00003,1.36730,10,6
L1M3N3,6.050,0.00006,1.36761,11,6
L1M4M4,3.916,0.00077,1.41656,7,7
L1M4M5,3.918,0.03620,1.41733,8,7
L1M4N1,3.858,0.00165,1.45002,9,7
L1M4N2,3.858,0.00002,1.45976,10,7
L1M4N3,3.858,0.00024,1.46007,11,7
L1M5M5,3.920,0.01003,1.41810,8,8
L1M5N1,3.860,0.00242,1.45079,9,8
L1M5N2,3.860,0.00024,1.46053,10,8
L1M5N3,3.860,0.00017,1.46084,11,8
L1N1N1,3.800,0.00008,1.48348,9,9
L1N1N2,3.800,0.00005,1.49322,10,9
L1N1N3,3.800,0.00010,1.49353,11,9
L1N2N3,3.800,0.00000,1.50327,11,10
L1N3N3,3.800,0.00000,1.50358,11,11
